Date,FXE,EWJ,GLD,QQQ,SPY,SHV,GAF,DBA,USO,XBI,ILF,EPP,FEZ,Mkt-RF,SMB,HML,RF
5/4/2010,129.4152222,33.99706268,114.8700027,43.49594879,94.84407043,103.9210129,52.67839813,24.11901855,317.6000061,19.26924706,34.1697464,26.05536842,24.51012802,-1.72,-0.97,-0.87,1.00E-03
5/5/2010,127.5792923,33.96340179,115.0899963,43.27142715,94.27910614,103.9493484,51.56016922,24.05083084,306.480011,18.83278465,33.73446274,25.83130646,23.89754677,1.36,0.64,0.61,1.00E-03
5/6/2010,125.6834717,33.76144028,118.4899979,41.82545471,91.147789,103.9493484,50.07468033,23.55403328,295.6799927,18.0503788,32.42111206,24.26286507,22.7428112,-2.5,-0.55,-0.87,1.00E-03
5/7/2010,126.6812592,33.45849609,118.2699966,40.78361511,89.79193878,103.9399185,49.47883987,23.47610474,290.480011,17.30352783,32.41359711,24.46772575,22.29921341,-0.75,-0.73,-0.61,1.00E-03
5/10/2010,127.2300644,34.40098953,117.5699997,42.90319824,93.74647522,103.9304504,52.23764038,23.70989037,297.8399963,17.96631622,34.68007278,26.06818008,24.71431923,-3.27,-0.25,-0.92,1.00E-03
5/11/2010,126.1723938,33.62678909,120.6600037,42.85826874,93.48014832,103.9399185,52.11521149,23.58325577,294.0799866,18.20233154,34.2147789,25.55603218,24.31297302,-1.75,-1.32,-0.46,1.00E-03
5/12/2010,125.6335754,33.92973709,121.4000015,43.66658783,94.78754425,103.9493484,53.4538002,23.70989037,294.1600037,18.63232803,34.64254379,25.82491302,24.63686562,4.47,0.94,1.19,1.00E-03
5/13/2010,124.6756744,33.6604538,120.5599976,42.97503662,93.60929871,103.9587936,52.38455963,23.52481079,289.0400085,18.54180527,34.1697464,25.62005043,24.10878372,-0.17,1.16,-0.12,1.00E-03
5/14/2010,123.1989288,33.42483521,120.3700027,42.14876175,91.91448212,103.9682236,51.4369278,23.13516617,278.480011,18.15060043,33.43426514,24.89024162,23.06669426,1.63,1.47,0.14,1.00E-03
5/17/2010,123.2089157,33.35751724,119.3600006,42.28349304,91.96289063,103.9399185,51.2591629,22.84293175,271.0400085,18.21202469,32.99147034,24.70459175,23.13006783,-1.12,0.33,-0.32,1.00E-03
5/18/2010,121.502655,32.78528595,119.4899979,41.69971085,90.7119751,103.9399185,50.474617,23.02801132,267.7600098,18.06007385,32.31604385,24.1860466,22.77801323,-1.92,-0.25,-0.78,1.00E-03
5/19/2010,123.2288666,33.02090836,116.6299973,41.36739731,90.19546509,103.9587936,50.18078995,23.15464592,268.0799866,17.94691658,31.5955677,23.59707642,23.07373619,0.11,0.05,-0.56,1.00E-03
5/20/2010,124.47612,32.51600647,115.8399963,39.83162308,86.78972626,103.9682236,47.45463562,22.93060303,257.6000061,17.20653152,30.22217178,22.22708321,22.30625534,-1.41,-0.22,-0.98,1.00E-03
5/21/2010,125.0847855,32.81894302,115.2200012,40.27169418,88.05679321,103.9682236,47.99333191,23.22283554,258.1600037,17.26473045,31.28785515,23.1425457,22.98924446,-0.63,-0.97,0.06,1.00E-03
5/24/2010,123.149025,32.38135147,116.8399963,40.11003876,86.9269104,103.9682236,48.63977432,23.14490509,257.3599854,17.19360542,30.78503227,23.0913353,22.13022614,-3.99,-0.87,-1.16,1.00E-03
5/25/2010,122.7099991,32.17938995,117.3600006,40.14596558,87.01570892,103.9587936,48.58916855,23.04749489,254.8000031,17.16127014,30.67246056,22.89928055,22.13727379,1.44,-0.45,1.57,1.00E-03
5/26/2010,121.303093,31.77545547,118.4700012,39.69691849,86.49111176,103.9399185,48.47489548,23.1156826,260.7200012,17.11601257,30.92761803,22.73282814,21.52468681,-1.19,0.33,-0.92,1.00E-03
5/27/2010,122.9494781,32.54965973,118.6900024,41.19675827,89.3884201,103.9682236,51.17655563,23.3689518,274.480011,17.54924011,32.67625809,24.08361053,23.17231369,-0.03,-0.48,0.57,1.00E-03
5/28/2010,122.1013412,32.01109695,118.8799973,40.95427322,88.26663208,103.9682236,50.46646118,22.96956635,272.3200073,17.50074768,32.12841034,23.6931057,22.68647194,-0.35,0.83,0.41,1.00E-03
6/1/2010,121.762085,31.9101181,119.9100037,40.57706833,86.78164673,103.9644775,49.52781296,22.92086029,265.4400024,17.27120018,31.96330452,23.16815758,22.28513718,3.45,0.63,1.59,1.00E-03
6/2/2010,121.8419189,32.07841492,119.7799988,41.53804016,89.04138947,103.9739151,50.80110168,22.90137863,270.3200073,18.00187683,32.97646332,23.89796638,22.91178894,-1.18,0.08,-0.65,1.00E-03
6/3/2010,120.9538727,32.01109695,117.9599991,41.93321991,89.34804535,103.9550476,49.7890892,22.91111946,274.0799866,18.17969894,32.69878006,23.94277763,22.73576355,-1.89,-1.07,-1.55,1.00E-03
6/4/2010,119.0181198,31.40520477,119.1900024,40.49622345,86.20864105,103.9927292,47.60155106,22.46302795,261.4400024,17.40699005,31.62558365,22.89287567,21.34866714,2.63,0.18,0.41,1.00E-03
6/7/2010,118.5391769,30.90029907,121.4899979,39.75976563,85.13529205,103.9550476,47.60155106,22.27794647,260.7200012,17.05134392,31.1828022,22.50236511,21.13039017,0.54,0.69,-0.29,1.00E-03
6/8/2010,118.85849,31.20323753,121,39.68792343,86.04724884,103.9927292,47.91987228,22.52147484,265.519989,16.80563164,31.91076851,23.19376755,21.46131706,-3.62,-1.21,-0.69,1.00E-03
6/9/2010,119.2575989,31.23690033,120.5599976,39.35561752,85.58724213,103.9644775,48.3198204,22.49225044,271.6000061,16.70217514,31.97080994,23.21296501,21.38387108,-1.52,-1.07,-1.03,1.00E-03
6/10/2010,120.7842484,31.77545547,118.9700012,40.47827911,88.08907318,103.9927292,49.54405594,22.69681358,278.1600037,17.284132,33.22412491,24.28847313,22.53157616,0.91,-1.45,0.12,1.00E-03
6/11/2010,120.3052902,31.70815086,120.0100021,40.86445999,88.51683044,104.002182,49.24214172,22.94034195,273.8399963,17.59450531,33.43426514,24.41650963,22.78505325,-0.46,0.76,-0.18,1.00E-03
6/14/2010,121.6223907,31.9101181,119.5999985,40.85548019,88.37963104,103.9927292,49.60535812,23.17412949,274.6400146,17.66563797,33.15657806,24.48052979,23.03853989,2.95,0.37,0.88,1.00E-03
6/15/2010,122.7997971,32.48233414,120.9899979,41.95116806,90.3891449,103.9550476,51.00597382,23.43713951,281.8399963,18.03097343,33.98961258,25.10790443,24.10878372,0.62,0.94,0.04,1.00E-03
6/16/2010,122.3607635,32.61698914,120.3300018,42.12182617,90.35688782,103.9739151,50.99700165,23.46636391,283.9200134,17.87578773,34.1247139,25.01187706,23.8764286,-0.06,0.65,-0.01,1.00E-03
6/17/2010,123.2188721,32.54965973,121.9000015,42.25653839,90.50213623,103.9927292,51.38061523,23.37869263,281.1199951,17.81435776,34.012146,24.94145966,24.03133202,2.36,0.07,0.89,1.00E-03
6/18/2010,123.08918,32.61698914,122.8300018,42.29163361,90.60027313,103.9739151,50.87678146,23.47610474,283.2799988,18.08270836,34.0721817,25.00547791,24.07684326,-0.11,-0.19,-0.33,1.00E-03
6/21/2010,122.5104446,32.8526001,120.3899994,41.9317131,90.34078217,103.9927292,50.88992691,23.54429245,282.6400146,17.92751884,34.50588989,25.40878868,23.91791725,0.08,-0.15,-0.47,1.00E-03
6/22/2010,122.1113129,32.44868088,121.4499969,41.60777283,88.84876251,103.9644775,50.99184799,23.52481079,280,17.59773827,33.90266037,25.00547791,23.6072979,0.13,0,0.27,1.00E-03
6/23/2010,122.4206467,32.30967331,120.9499969,41.43682098,88.57305145,103.9739151,50.6384201,23.45662117,273.9200134,17.6559391,33.84921646,24.95675278,23.74454689,-0.47,-0.53,-0.05,1.00E-03
6/24/2010,122.5902634,32.20796967,121.3000031,40.80692673,87.10536194,103.9739151,49.51239395,23.67092705,275.1199951,17.47165489,33.23072052,24.50205421,23.13052177,-1.63,-0.34,-0.73,1.00E-03
6/25/2010,123.1689987,32.34358215,122.7600021,40.8150444,87.47025299,103.9927292,50.09587479,23.5929966,285.2799988,17.83052826,33.7117691,24.7099247,23.2894516,-0.29,-0.04,0.23,1.00E-03
6/28/2010,122.0614243,31.97064781,121.0899963,40.67078018,87.1945343,103.983345,49.70143127,23.46636391,281.6799927,17.69473076,33.49797058,24.48256493,23.1594162,-1.65,0.13,-0.89,1.00E-03
6/29/2010,121.2931213,31.1908741,121.2699966,39.10203552,84.50239563,103.983345,48.15293884,22.98904991,273.3599854,17.06104851,31.91737175,23.4172554,22.11197853,0.48,1.04,1.09,1.00E-03
6/30/2010,121.6024399,31.1908741,121.6800003,38.50696182,83.699646,104.002182,47.64663315,23.3689518,271.6799927,16.73773575,31.62721825,23.21589279,22.08308029,-0.23,-0.01,-0.74,1.00E-03
7/1/2010,124.4960632,31.29257965,117.0400009,38.39878082,83.32661438,103.9616241,47.58088303,23.56377411,262.9599915,16.34653282,31.96318436,23.2678566,22.52372742,-3.23,-0.65,-1.27,1.00E-03
7/2/2010,124.805397,31.42819214,118.4899979,38.29058838,82.87250519,103.9804993,47.97540283,23.48584557,260.7999878,16.46292305,32.26098251,23.30033875,22.29979515,-0.98,0.04,-0.32,1.00E-03
7/6/2010,125.5238113,32.07236099,116.5100021,38.40779877,83.41582489,103.9616241,48.56225586,23.2715416,260.8800049,16.1460762,32.45950317,23.69008446,22.93548203,-0.4,-0.31,-0.44,1.00E-03
7/7/2010,125.733345,32.68260956,117.7300034,39.63396454,86.04309082,103.9899292,49.83294296,23.79756165,269.2000122,16.51141548,33.52087784,24.26820755,24.01904869,-0.5,-0.3,-0.43,1.00E-03
7/8/2010,126.2222595,32.75041962,117.2099991,39.85034943,86.89452362,104.0088043,49.52061844,23.98264313,273.8399963,16.84443092,33.84158325,24.66444778,24.20686722,0.33,-1.98,0.11,1.00E-03
7/9/2010,125.7233658,32.54700851,118.3600006,40.22901154,87.54325104,104.0088043,50.21102142,23.90471458,274.7200012,17.16127014,34.29208755,24.89179993,24.30077362,3.17,0.05,0.41,1.00E-03
7/12/2010,125.2045135,32.37748337,117.3399963,40.34621429,87.59997559,104.0088043,50.12751389,23.85600662,270.2399902,16.94466019,33.48269653,24.77487373,24.17797661,1,0.57,-0.02,1.00E-03
7/13/2010,126.451767,32.54700851,118.3600006,40.86914063,88.92173767,103.9804993,51.09212112,24.06057358,277.9200134,17.35526276,34.0324707,25.08666992,24.7486515,0.81,0.64,0.57,1.00E-03
7/14/2010,126.6912308,32.78432846,118.3000031,41.07650757,88.91362762,104.0182571,50.88499832,24.34306526,277.2799988,17.34232521,33.89503098,25.14513779,24.80644417,-0.11,-1.19,0.08,1.00E-03
7/15/2010,128.6269989,32.51309586,118.2300034,41.11256409,88.93796539,103.9899292,51.23842621,24.71322823,276.6400146,17.28736496,33.65832138,25.07368469,24.98704147,1.76,1.6,0.63,1.00E-03
7/16/2010,128.5371857,31.69941902,116.6699982,39.97657776,86.48910522,103.9993668,50.33431244,24.61581612,273.2799988,16.74743843,32.75730896,24.38512802,24.199646,-0.04,-0.14,-0.8,1.00E-03
7/19/2010,128.6968536,31.80112839,115.7300034,40.31917191,86.99993134,103.9804993,50.34951401,24.31384087,275.6799927,16.76036835,33.17728043,24.50855446,24.43080711,0.02,-0.87,-0.11,1.00E-03
7/20/2010,128.207901,32.00453949,116.6500015,40.80603409,87.96490479,103.9899292,51.16363144,24.14824295,278.5599976,16.8832283,34.05537796,25.21010017,24.33689499,-2.94,-0.55,-0.93,1.00E-03
7/21/2010,126.9905777,31.42819214,115.8499985,40.24703979,86.82151794,103.9804993,50.83568573,24.22617149,273.6000061,16.73773575,34.04011154,24.67094421,23.74454689,0.54,-0.15,-0.19,1.00E-03
7/22/2010,128.1380768,32.00453949,116.8600006,41.26584244,88.759552,103.9993668,52.39733124,24.36254501,283.3599854,17.0998497,35.15493011,25.32052231,24.80644417,1.23,0.65,0.06,1.00E-03
7/23/2010,128.4373932,32.47919083,116.0899963,41.52729797,89.5298996,103.9804993,52.62747574,24.49892044,283.1199951,17.52338028,35.33054733,25.74924278,25.11706352,-1.3,-0.38,-0.44,1.00E-03
7/26/2010,129.2256622,32.51309586,115.5199966,41.86989975,90.4624176,103.9710617,52.98088837,24.33332253,282.7999878,18.24435997,35.49089432,26.08701897,25.42045975,2.37,1.23,0.56,1.00E-03
7/27/2010,129.295517,32.34358215,113.5100021,41.85186386,90.45429993,103.9899292,52.94760132,24.30410004,277.3599854,18.08270836,35.21600723,25.98308754,25.64439583,1.05,1.48,-0.28,1.00E-03
7/28/2010,129.1558075,32.71651459,113.7799988,41.51830292,89.87046814,104.0088043,52.46307755,24.65477943,274.8800049,17.56217766,35.36872864,25.75574112,25.50715256,1.23,0.87,0.14,1.00E-03
7/29/2010,130.0238953,32.91993332,114.2900009,41.21173859,89.43258667,103.9804993,52.29705811,24.86908531,280.480011,17.52014732,35.32290649,25.95061493,25.57216835,-0.23,-0.33,0.41,1.00E-03
7/30/2010,129.5948486,32.64870453,115.4899979,41.30189896,89.41637421,103.9804993,52.65212631,25.30743408,282.7200012,17.74322701,35.59015656,25.99607849,25.42768097,-0.82,-0.87,0.05,1.00E-03
8/2/2010,130.971817,33.36068344,115.5400009,42.07726288,91.43546295,103.9786072,53.83979416,25.31717491,291.8399963,18.08270836,36.34609985,26.78207207,26.53292084,-0.36,0.3,0.64,1.00E-03
8/3/2010,131.5804443,33.22505569,115.9899979,41.8969574,90.99759674,103.9786072,53.4493866,25.10287285,295.2799988,18.1150341,36.17812729,26.59369469,26.46791267,0.06,0.03,-0.2,1.00E-03
8/4/2010,130.8920288,33.15725327,116.7200012,42.3207016,91.60577393,104.0163345,53.57266998,25.66785812,295.2000122,18.45775032,36.33082199,26.70412254,26.55459404,2.09,-0.56,0.12,1.00E-03
8/5/2010,131.1714172,33.12334442,116.9800034,42.22152328,91.508461,103.9880295,53.36719131,25.46329117,293.6799927,18.26052666,36.23920822,26.59369469,26.54014397,-0.56,-0.39,-0.5,1.00E-03
8/6/2010,132.1592255,33.42847824,117.8399963,42.15842056,91.13542175,103.9880295,53.42472458,25.01520157,289.6000061,18.46421051,36.04066849,26.61317825,26.48958206,0.74,0.44,-0.11,1.00E-03
8/9/2010,131.5405579,33.46238327,117.4000015,42.44693375,91.62197113,103.9880295,53.93473053,25.18079948,292.2399902,18.54180527,36.19337463,26.83402634,26.60516167,-0.22,-0.83,0.13,1.00E-03
8/10/2010,131.1015167,33.25896454,117.7300034,42.07726288,91.12734222,103.9880295,53.34253693,25.05416489,286.9599915,18.31548691,35.90322113,26.48326874,26.45346451,-0.36,-0.17,-0.35,1.00E-03
8/11/2010,128.1280975,32.14016724,117.3399963,40.93225098,88.62982178,103.997467,51.64116287,24.83012009,277.9200134,17.79172707,34.70441818,25.41795921,24.88590622,0.62,0.6,0.09,1.00E-03
8/12/2010,127.53936,32.03845596,118.7699966,40.60768127,88.0865097,104.0163345,51.75623322,25.2782135,271.3599854,17.92428398,34.96402359,25.35949707,24.80644417,-0.79,-1.22,-0.2,1.00E-03
8/13/2010,126.8010101,32.00453949,118.7399979,40.31917191,87.82702637,103.9880295,51.75623322,25.29769516,270.3200073,17.70443344,35.03274918,25.53488541,24.48859787,-2.91,-1.07,-0.61,1.00E-03
8/16/2010,127.459549,32.24187469,119.7300034,40.39130783,87.78648376,103.997467,52.28225708,25.26847076,268.8800049,17.71413231,35.46035767,25.7102623,24.6041851,-0.5,-0.06,-0.03,1.00E-03
8/17/2010,128.0582123,32.4113884,119.75,40.90520477,88.86495209,104.006897,52.75075912,25.40484619,270.9599915,17.99541283,35.73524475,26.05454254,25.03759956,-0.47,-0.8,0.19,1.00E-03
8/18/2010,127.8586731,32.61481094,120.2200012,41.06748581,89.02715302,104.0258026,52.46307755,25.40484619,269.4400024,17.92751884,35.79632568,25.90513802,25.00148582,0.1,0.92,-0.2,1.00E-03
8/19/2010,127.4695282,32.54700851,120.3899994,40.44539642,87.47833252,103.997467,51.90417862,25.49251556,266,17.52338028,35.31528091,25.56735992,24.35856819,1.31,0.59,-0.25,1.00E-03
8/20/2010,126.3719406,32.24187469,119.9700012,40.49948502,87.1945343,104.0258026,51.36993408,25.54122162,263.6000061,17.49104309,35.16255951,25.50239754,23.96125984,0.21,0.07,0.06,1.00E-03
8/23/2010,125.9229202,32.03845596,119.7799988,40.10277939,86.86207581,103.997467,52.06034088,25.69708061,259.4400024,17.36819267,34.67387009,25.40496445,23.89624977,-1.74,-0.83,-0.39,1.00E-03
8/24/2010,126.0027466,32.00453949,120.3600006,39.35445786,85.57276154,103.9880295,51.33870316,25.19054222,254.1600037,17.08044434,34.1088295,24.95026398,23.46280861,-0.28,0.27,-0.23,1.00E-03
8/25/2010,125.7932205,31.90285301,121.3600006,39.73313141,85.90523529,103.997467,51.39459229,24.96649551,258.9599915,17.39405441,34.01720428,24.9827404,23.46280861,-0.5,-0.94,-0.4,1.00E-03
8/26/2010,126.5714951,31.86893654,120.9599991,39.25528336,85.32951355,103.9880295,51.00335693,25.20028305,260.9599915,17.05458069,33.72703934,25.0541954,23.39058113,-1.48,0.14,0.17,1.00E-03
8/27/2010,126.611412,32.27577591,121.0100021,39.73313141,86.65126038,104.0163345,51.84664917,25.43407059,268.5599976,17.22270584,34.68915176,25.67129135,23.97570992,0.45,1.04,-0.02,1.00E-03
8/30/2010,125.9329224,32.17406464,120.9100037,39.31840134,85.39438629,103.997467,51.39467621,25.49251556,264.1600037,17.02225304,33.97137833,25.52838516,23.44837189,-0.76,-0.07,-0.23,1.00E-03
8/31/2010,125.9728241,31.80112839,122.0800018,39.18315125,85.39438629,104.006897,51.83021164,25.30743408,255.3600006,16.95758629,34.5211525,25.56086349,23.53505707,1.82,0.93,0.33,1.00E-03
9/1/2010,127.2799377,32.68260956,121.6900024,40.35523605,87.94866943,104.0059662,53.30143738,25.61915016,263.6000061,17.39728737,35.74287796,26.70412254,24.6041851,-1.54,-0.83,-0.41,1.00E-03
9/2/2010,127.4894791,32.58090591,122.2900009,40.80603409,88.76767731,104.0059662,53.72883987,25.81397438,267.1199951,17.68180656,36.00249481,26.82104683,24.92202187,0.01,-0.26,0.81,1.00E-03
9/3/2010,128.1879883,32.81821442,121.8600006,41.48221588,89.91912842,104.0153809,54.23020554,26.26206398,264.7200012,17.88225365,36.20102692,26.97044563,25.29043198,3.05,0.61,0.43,1.00E-03
9/7/2010,126.2023087,32.81821442,122.6999969,41.20271683,88.90552521,103.996521,53.03843689,26.18413544,262.1600037,17.69473076,35.73524475,26.82104683,24.53916931,0.97,0.25,-0.39,1.00E-03
9/8/2010,126.401886,32.88602448,122.7099991,41.69859314,89.5298996,103.996521,53.53980255,26.14517212,265.1199951,17.93398285,35.97195435,27.02890968,24.77031517,1.35,0.35,0.24,1.00E-03
9/9/2010,126.3120651,32.98773956,121.5599976,41.86089325,89.94345093,103.996521,53.79458618,26.33999443,263.1199951,18.02774239,35.99485779,27.36019325,25.01593208,-1.23,-0.77,-0.76,1.00E-03
9/10/2010,126.3819275,33.22505569,121.7300034,42.01416016,90.39755249,103.996521,54.53308868,26.24258423,270.1600037,18.27991867,36.14757156,27.38617706,25.16041374,0.65,0.03,0.16,1.00E-03
9/13/2010,127.9784164,33.56409836,121.6200027,42.60019302,91.4030304,104.0342941,55.3480072,26.50559235,272.2399902,18.29932404,36.96460342,27.95780563,25.72385979,0.44,-0.5,0.58,1.00E-03
9/14/2010,129.3054657,33.665802,124.0199966,42.78051758,91.34629059,104.0059662,55.94143295,26.83679008,271.1199951,18.24112892,36.91877747,28.08121681,25.9766922,0.45,-0.09,-0.18,1.00E-03
9/15/2010,129.3354034,33.59799957,123.9400024,43.0510025,91.69497681,104.0248413,55.83705902,26.680933,267.9200134,18.6000061,36.88059616,28.13968658,25.94779778,1.3,1.12,0.24,1.00E-03
9/16/2010,130.0139465,33.15725327,124.6299973,43.22229385,91.67061615,104.0342941,55.17540741,26.78808403,263.8399963,18.43510818,36.88824081,27.94481087,26.01280594,-0.06,-0.22,-0.51,1.00E-03
9/17/2010,129.5948486,33.05554581,124.5400009,43.36869431,91.70484924,104.0153809,55.25761032,27.04135513,261.2000122,18.64525986,36.68971252,27.9253273,25.65959358,0.36,0.1,-0.18,1.00E-03
9/20/2010,129.8443298,33.63189697,124.8700027,44.12780762,93.10704803,104.0153809,56.05487061,26.84653091,265.7600098,18.91360664,37.04093552,28.47746849,26.13007164,-0.07,-0.52,-0.68,1.00E-03
9/21/2010,131.5405579,33.25896454,126.0100021,44.11876678,92.91958618,104.0153809,56.52336121,26.74912071,261.2000122,18.84571648,36.96460342,28.40601349,26.28931236,0.15,0.62,-0.6,1.00E-03
9/22/2010,133.1171112,33.15725327,126.1999969,44.00128555,92.46305847,104.0153809,56.58081436,26.79782677,260.6400146,18.78752136,37.14785004,28.44499207,26.27483368,1.6,1.13,0.21,1.00E-03
9/23/2010,132.4086456,33.02164078,126.3000031,43.98321915,91.71304321,104.0437241,56.18637848,26.64196968,261.3599854,18.81015778,37.20130157,28.2371273,25.77539825,-0.31,-0.3,-0.29,1.00E-03
9/24/2010,134.1149139,33.46238327,126.6900024,44.8778801,93.60434723,104.0153809,57.20554733,27.17773056,267.2000122,19.08496475,37.20894623,28.89319229,26.89732552,-0.52,-0.54,-0.6,1.00E-03
9/27/2010,133.905365,33.63189697,126.7200012,44.63386154,93.15596771,104.0342941,57.36171722,27.27514267,265.9200134,19.03646851,37.60600281,28.95165443,26.55712509,-0.78,-0.07,-0.66,1.00E-03
9/28/2010,134.992981,33.76750946,127.8499985,44.61579132,93.48208618,104.0342941,58.2329483,27.14850807,265.519989,19.16902351,37.95724106,29.19200897,26.89008904,2.19,0.99,0.5,1.00E-03
9/29/2010,135.4918823,33.93702698,127.9499969,44.54351044,93.31903076,104.0248413,58.35616302,26.88549805,271.519989,19.09789467,38.10995102,29.02311897,26.64398003,-0.46,0.2,-0.48,1.00E-03
9/30/2010,135.5118408,33.53019333,127.9100037,44.34469223,93.04182434,104.0342941,58.22473145,26.76860428,278.7200012,19.19489098,38.59101105,28.77627373,26.57160759,0.58,0.53,0.09,1.00E-03
10/1/2010,136.9486847,33.59799957,128.9100037,44.29048538,93.43314362,104.0239105,58.94802856,25.96009064,285.0400085,19.17549324,38.98042297,29.05558968,26.81045914,-0.17,0.67,-0.26,1.00E-03
10/4/2010,136.0905609,32.95383072,128.4600067,43.81150055,92.73206329,104.0050201,58.37267685,25.70682144,284.7200012,19.16902351,38.69790649,28.99063492,26.2531147,-0.26,0.05,0.27,1.00E-03
10/5/2010,137.547348,34.00483704,130.9900055,44.8778801,94.59893036,104.0239105,59.51515198,26.26206398,288.7200012,19.5634594,39.56837845,29.47131538,27.32438278,0.43,-0.06,0.21,1.00E-03
10/6/2010,138.5252075,34.37777328,131.8099976,44.48927307,94.59078217,104.0239105,59.87678528,26.09646797,290.2399902,19.34361458,39.23240662,29.65969658,27.49085808,-0.88,-0.73,-0.04,1.00E-03
10/7/2010,138.3156738,34.51337433,130.3699951,44.65196991,94.47665405,104.014473,59.20281601,26.32051277,283.6799927,19.45676994,38.72080994,29.48431015,27.54153061,2.11,0.77,0.16,1.00E-03
10/8/2010,138.4453583,34.68289948,131.6600037,44.95920563,95.00655365,104.0522156,60.21378708,27.96676064,289.2000122,19.67985153,39.44621658,29.96499252,27.64286613,-0.1,-0.39,0.43,1.00E-03
10/11/2010,137.8965607,34.61509323,132.2899933,44.97729492,95.09622192,104.014473,59.49048615,27.56737518,284.7999878,19.65399361,39.49966812,29.89354706,27.57048607,-0.16,0.05,-0.27,1.00E-03
10/12/2010,138.3455963,34.30995941,131.9600067,45.28453445,95.38968658,104.0239105,60.26309586,28.1128788,285.2000122,19.76715088,39.59128189,29.7831192,27.55600739,0.74,0.96,-0.19,1.00E-03
10/13/2010,138.734726,34.41166306,134.0700073,45.65505981,96.13154602,104.0427856,61.41378403,27.94728088,289.2799988,19.76068497,40.2784996,30.01046371,28.14953423,0.04,0.02,-0.22,1.00E-03
10/14/2010,139.9121704,34.64898682,134.75,45.56468964,95.75653839,104.014473,61.03569031,28.05443001,288,19.73159218,40.12578583,30.16636658,28.35221291,0.39,-0.06,0.21,1.00E-03
10/15/2010,138.9442902,34.37777328,133.6799927,46.5316658,95.95218658,104.0427856,60.66584015,27.78168106,283.7600098,19.83827591,40.0036087,30.11440659,28.29431343,0.78,0.9,-0.33,1.00E-03
10/18/2010,139.1138916,34.61509323,134.2799988,46.3599472,96.42502594,104.0239105,60.64118195,27.8596096,290.2399902,19.94497108,40.46175385,30.32226753,28.43183136,-0.38,0.42,-0.41,1.00E-03
10/19/2010,136.5096436,34.30995941,130.1100006,45.92618179,95.16144562,104.0522156,59.19460297,27.66478729,276.9599915,19.5214386,39.14077759,29.25696373,27.62837982,0.18,-0.06,-1.24,1.00E-03
10/20/2010,138.6648865,34.58118439,131.3200073,46.26053238,96.09077454,104.0427856,59.76993179,28.41485214,284.7200012,19.09467125,39.78218079,29.8285923,28.31601334,0.69,0.04,0.89,1.00E-03
10/21/2010,138.4253998,34.14043808,129.4700012,46.35091019,96.302742,104.0333405,59.98365784,28.34666634,278.7999878,19.13992691,39.18659592,29.52977943,28.41012383,-1.67,-0.68,0.27,1.00E-03
10/22/2010,138.4753265,34.41166306,129.7299957,46.66720963,96.48210907,104.0522156,59.74856949,28.37588882,283.9200134,19.253088,39.36985779,29.692173,28.48249817,1.06,0.06,0.09,1.00E-03
10/25/2010,138.8843994,34.4455719,130.8500061,46.8931427,96.7674408,104.0333405,59.87515259,28.65838242,284.5599976,18.94917297,39.81272507,30.19235229,28.43906593,0.11,-0.53,-0.48,1.00E-03
10/26/2010,137.7369385,34.10654449,130.8800049,47.01964569,96.78372192,104.0522156,59.58911514,28.81423759,285.4400024,18.86834908,39.98070526,29.92602348,28.25811768,0.29,0.45,-0.4,1.00E-03
10/27/2010,136.8688507,34.00483704,129.5200043,47.16424561,96.50652313,104.0239105,58.66034698,28.76553535,283.3599854,19.09467125,39.27822495,29.39336967,27.91067696,0.31,0.44,-0.48,1.00E-03
10/28/2010,138.4653625,34.10654449,131.2400055,47.26363754,96.52285767,104.0333405,59.01377869,28.77527618,283.1199951,19.18519211,39.57601929,29.54276657,28.21468544,0.02,0,-0.17,1.00E-03
10/29/2010,138.385498,33.97093582,132.6199951,47.15521622,96.59622192,104.0333405,59.48228455,28.93113327,281.3599854,19.24985313,39.79745102,29.60773468,28.21468544,-0.24,-0.19,-0.3,1.00E-03
11/1/2010,138.0651855,33.63189697,131.9199982,47.19134521,96.62884521,104.0040588,59.47405243,28.70708466,286.480011,19.10113335,40.14869308,29.91953468,27.90344048,0.08,-0.61,-0.07,1.00E-03
11/2/2010,139.4622192,33.86922073,132.4900055,47.69741821,97.3951416,104.0229797,60.78911209,28.9408741,290.1600037,19.13992691,40.78246307,30.43269539,28.59830856,0.07,0.32,-0.14,1.00E-03
11/3/2010,140.4002075,33.97093582,131.5700073,47.91432571,97.78645325,104.0607071,61.33159256,28.96035385,293.9200134,19.16579056,40.59920502,30.82894135,28.63450432,-0.01,-0.64,-0.21,1.00E-03
11/4/2010,141.1985168,34.75070572,136.0299988,48.50171661,99.66964722,104.0607071,62.82749176,29.61301231,299.9200134,19.28541946,41.71402359,31.73184776,29.29319191,0.9,1.34,-0.22,1.00E-03
11/5/2010,139.532074,35.05582428,136.3800049,48.50171661,100.0446396,104.032402,62.47406769,29.54482269,301.2000122,19.24015427,41.63766479,31.77081299,28.8154583,0.38,-0.06,0.19,1.00E-03
11/8/2010,138.374527,35.05582428,137.7799988,48.56498718,99.85714722,104.032402,62.5562439,29.91498375,300.2399902,19.19165802,41.60713196,31.5889473,28.54763603,1.94,0.46,1.03,1.00E-03
