Date,SPY
2008-05-28,107.38429260253906
2008-05-29,107.92388153076172
2008-05-30,108.19371032714844
2008-06-02,107.07592010498047
2008-06-03,106.45149993896484
2008-06-04,106.39755249023438
2008-06-05,108.52519226074219
2008-06-06,105.06392669677734
2008-06-09,105.31829071044922
2008-06-10,104.79409790039062
2008-06-11,103.2523422241211
2008-06-12,103.64547729492188
2008-06-13,104.95597076416016
2008-06-16,105.01768493652344
2008-06-17,104.50886535644531
2008-06-18,103.49134063720703
2008-06-19,103.62234497070312
2008-06-20,101.9404067993164
2008-06-23,101.83967590332031
2008-06-24,101.63822937011719
2008-06-25,102.11856079101562
2008-06-26,99.34501647949219
2008-06-27,98.80269622802734
2008-06-30,99.15132141113281
2008-07-01,99.46123504638672
2008-07-02,97.75679016113281
2008-07-03,97.8575210571289
2008-07-07,96.85811614990234
2008-07-08,98.57803344726562
2008-07-09,96.67989349365234
2008-07-10,97.07503509521484
2008-07-11,95.94390869140625
2008-07-14,95.07618713378906
2008-07-15,93.73588562011719
2008-07-16,96.03687286376953
2008-07-17,96.99755096435547
2008-07-18,97.60185241699219
2008-07-21,97.65606689453125
2008-07-22,98.76395416259766
2008-07-23,99.29853820800781
2008-07-24,97.23772430419922
2008-07-25,97.21446228027344
2008-07-28,95.7889404296875
2008-07-29,97.83427429199219
2008-07-30,99.57743072509766
2008-07-31,98.26038360595703
2008-08-01,97.74128723144531
2008-08-04,96.83485412597656
2008-08-05,99.44570922851562
2008-08-06,99.8873519897461
2008-08-07,98.39982604980469
2008-08-08,100.22824096679688
2008-08-11,101.26636505126953
2008-08-12,100.21272277832031
2008-08-13,99.60842895507812
2008-08-14,100.35993194580078
2008-08-15,100.84800720214844
2008-08-18,99.46898651123047
2008-08-19,98.38435363769531
2008-08-20,98.8414306640625
2008-08-21,99.0118637084961
2008-08-22,100.44512176513672
2008-08-25,98.4075927734375
2008-08-26,98.6942367553711
2008-08-27,99.65486907958984
2008-08-28,100.86351776123047
2008-08-29,99.77886962890625
2008-09-02,99.15906524658203
2008-09-03,99.07383728027344
2008-09-04,96.09111022949219
2008-09-05,96.39325714111328
2008-09-08,98.38435363769531
2008-09-09,95.46356201171875
2008-09-10,95.85094451904297
2008-09-11,97.23772430419922
2008-09-12,97.68705749511719
2008-09-15,93.03863525390625
2008-09-16,94.5958480834961
2008-09-17,90.342529296875
2008-09-18,93.02312469482422
2008-09-19,96.71744537353516
2008-09-22,94.52780151367188
2008-09-23,92.37715148925781
2008-09-24,92.6732406616211
2008-09-25,94.12261962890625
2008-09-26,94.16934967041016
2008-09-29,86.79010009765625
2008-09-30,90.38233184814453
2008-10-01,90.43685913085938
2008-10-02,87.15634155273438
2008-10-03,85.9797134399414
2008-10-06,81.60044860839844
2008-10-07,77.94589233398438
2008-10-08,75.98224639892578
2008-10-09,70.67569732666016
2008-10-10,68.96143341064453
2008-10-13,78.9744644165039
2008-10-14,77.80563354492188
2008-10-15,70.1458511352539
2008-10-16,73.06793212890625
2008-10-17,72.63157653808594
2008-10-20,76.99524688720703
2008-10-21,74.69651794433594
2008-10-22,70.6290054321289
2008-10-23,71.44715118408203
2008-10-24,67.82376098632812
2008-10-27,65.41597747802734
2008-10-28,73.0601577758789
2008-10-29,72.5302734375
2008-10-30,75.03939056396484
2008-10-31,75.45236206054688
2008-11-03,75.67053985595703
2008-11-04,78.24201202392578
2008-11-05,74.95368194580078
2008-11-06,70.80038452148438
2008-11-07,73.1380844116211
2008-11-10,72.17963409423828
2008-11-11,69.95103454589844
2008-11-12,66.87310791015625
2008-11-13,71.04193878173828
2008-11-14,67.49652099609375
2008-11-17,66.60037231445312
2008-11-18,67.85492706298828
2008-11-19,63.50685501098633
2008-11-20,58.79254150390625
2008-11-21,61.963985443115234
2008-11-24,66.25753021240234
2008-11-25,66.74844360351562
2008-11-26,69.32764434814453
2008-11-28,70.20040130615234
2008-12-01,63.98220443725586
2008-12-02,66.44451904296875
2008-12-03,68.04194641113281
2008-12-04,66.46791076660156
2008-12-05,68.51724243164062
2008-12-08,70.90948486328125
2008-12-09,69.74066162109375
2008-12-10,70.21595764160156
2008-12-11,68.52507781982422
2008-12-12,69.34323120117188
2008-12-15,68.37701416015625
2008-12-16,71.59520721435547
2008-12-17,70.90169525146484
2008-12-18,69.57703399658203
2008-12-19,69.27769470214844
2008-12-22,68.39005279541016
2008-12-23,67.68305969238281
2008-12-24,68.07582092285156
2008-12-26,68.4686050415039
2008-12-29,68.272216796875
2008-12-30,69.89044189453125
2008-12-31,70.88809967041016
2009-01-02,73.02479553222656
2009-01-05,72.9383773803711
2009-01-06,73.4254150390625
2009-01-07,71.22589111328125
2009-01-08,71.51655578613281
2009-01-09,69.98470306396484
2009-01-12,68.30361938476562
2009-01-13,68.42930603027344
2009-01-14,66.27693176269531
2009-01-15,66.30046844482422
2009-01-16,66.81895446777344
2009-01-20,63.29182815551758
2009-01-21,66.0255355834961
2009-01-22,65.00432586669922
2009-01-23,65.28711700439453
2009-01-26,65.7348861694336
2009-01-27,66.4026107788086
2009-01-28,68.6492691040039
2009-01-29,66.4183349609375
2009-01-30,65.06717681884766
2009-02-02,64.87078857421875
2009-02-03,65.78201293945312
2009-02-04,65.45993041992188
2009-02-05,66.43402862548828
2009-02-06,68.32719421386719
2009-02-09,68.42145538330078
2009-02-10,65.28711700439453
2009-02-11,65.67205047607422
2009-02-12,65.71917724609375
2009-02-13,65.01219177246094
2009-02-17,62.23134231567383
2009-02-18,62.082088470458984
2009-02-19,61.414371490478516
2009-02-20,60.81733703613281
2009-02-23,58.641380310058594
2009-02-24,60.864471435546875
2009-02-25,60.38528060913086
2009-02-26,59.40335464477539
2009-02-27,58.07575607299805
2009-03-02,55.459877014160156
2009-03-03,55.04353713989258
2009-03-04,56.347557067871094
2009-03-05,54.045894622802734
2009-03-06,54.14015579223633
2009-03-09,53.50386428833008
2009-03-10,56.69319534301758
2009-03-11,57.06241989135742
2009-03-12,59.30907440185547
2009-03-13,59.77256393432617
2009-03-16,59.59187316894531
2009-03-17,61.414371490478516
2009-03-18,62.789085388183594
2009-03-19,62.01136016845703
2009-03-20,60.69090270996094
2009-03-23,65.05028533935547
2009-03-24,63.76857376098633
2009-03-25,64.44107818603516
2009-03-26,65.75444793701172
2009-03-27,64.56767272949219
2009-03-30,62.3365478515625
2009-03-31,62.91408920288086
2009-04-01,64.13251495361328
2009-04-02,66.00760650634766
2009-04-03,66.66426086425781
2009-04-06,66.14210510253906
2009-04-07,64.59929656982422
2009-04-08,65.29554748535156
2009-04-09,67.89055633544922
2009-04-13,67.90641021728516
2009-04-14,66.7354507446289
2009-04-15,67.447509765625
2009-04-16,68.43648529052734
2009-04-17,68.8953857421875
2009-04-20,66.00760650634766
2009-04-21,67.2972183227539
2009-04-22,66.88580322265625
2009-04-23,67.54248046875
2009-04-24,68.56307220458984
2009-04-27,67.91431427001953
2009-04-28,67.70071411132812
2009-04-29,69.1406478881836
2009-04-30,69.16437530517578
2009-05-01,69.53620910644531
2009-05-04,71.90182495117188
2009-05-05,71.65657806396484
2009-05-06,72.8987045288086
2009-05-07,71.8860092163086
2009-05-08,73.56330871582031
2009-05-11,72.18665313720703
2009-05-12,71.97301483154297
2009-05-13,70.1612319946289
2009-05-14,70.76255798339844
2009-05-15,70.18501281738281
2009-05-18,72.17875671386719
2009-05-19,72.09173583984375
2009-05-20,71.609130859375
2009-05-21,70.58057403564453
2009-05-22,70.43024444580078
2009-05-26,72.23410034179688
2009-05-27,70.94451904296875
2009-05-28,71.93348693847656
2009-05-29,73.20729064941406
2009-06-01,74.9795150756836
2009-06-02,75.04277801513672
2009-06-03,74.0933837890625
2009-06-04,74.78961181640625
2009-06-05,74.80542755126953
2009-06-08,74.49689483642578
2009-06-09,74.87664031982422
2009-06-10,74.68675994873047
2009-06-11,75.01908874511719
2009-06-12,75.22476959228516
2009-06-15,73.50001525878906
2009-06-16,72.50312805175781
2009-06-17,72.43192291259766
2009-06-18,72.96199798583984
2009-06-19,73.2309341430664
2009-06-22,71.03495025634766
2009-06-23,71.09063720703125
2009-06-24,71.70333099365234
2009-06-25,73.26273345947266
2009-06-26,73.07181549072266
2009-06-29,73.75605010986328
2009-06-30,73.15931701660156
2009-07-01,73.46166229248047
2009-07-02,71.45667266845703
2009-07-06,71.44869995117188
2009-07-07,70.06425476074219
2009-07-08,70.01654052734375
2009-07-09,70.15179443359375
2009-07-10,69.98470306396484
2009-07-13,71.68736267089844
2009-07-14,72.09318542480469
2009-07-15,74.20162963867188
2009-07-16,74.082275390625
2009-07-17,74.8938217163086
2009-07-20,75.68946075439453
2009-07-21,76.03955078125
2009-07-22,76.02366638183594
2009-07-23,77.70246124267578
2009-07-24,78.02072143554688
2009-07-27,78.25144958496094
2009-07-28,77.88542175292969
2009-07-29,77.6944808959961
2009-07-30,78.50603485107422
2009-07-31,78.61742401123047
2009-08-03,79.91434478759766
2009-08-04,80.12117767333984
2009-08-05,79.89047241210938
2009-08-06,79.47674560546875
2009-08-07,80.51900482177734
2009-08-10,80.35193634033203
2009-08-11,79.34944152832031
2009-08-12,80.20079040527344
2009-08-13,80.81339263916016
2009-08-14,80.19279479980469
2009-08-17,78.2196044921875
2009-08-18,78.84021759033203
2009-08-19,79.53242492675781
2009-08-20,80.35193634033203
2009-08-21,81.92729949951172
2009-08-24,81.91934967041016
2009-08-25,82.0784683227539
2009-08-26,82.08646392822266
2009-08-27,82.26945495605469
2009-08-28,82.25350952148438
2009-08-31,81.52152252197266
2009-09-01,79.7233657836914
2009-09-02,79.42101287841797
2009-09-03,80.08141326904297
2009-09-04,81.20329284667969
2009-09-08,81.90340423583984
2009-09-09,82.53199005126953
2009-09-10,83.3753890991211
2009-09-11,83.35945129394531
2009-09-14,83.76524353027344
2009-09-15,84.1153335571289
2009-09-16,85.38835906982422
2009-09-17,85.26107025146484
2009-09-18,85.31538391113281
2009-09-21,85.09957122802734
2009-09-22,85.59519958496094
2009-09-23,84.88373565673828
2009-09-24,83.94839477539062
2009-09-25,83.5007095336914
2009-09-28,84.99566650390625
2009-09-29,84.73983001708984
2009-09-30,84.41206359863281
2009-10-01,82.3175277709961
2009-10-02,81.93383026123047
2009-10-05,83.15692901611328
2009-10-06,84.34809112548828
2009-10-07,84.57992553710938
2009-10-08,85.22749328613281
2009-10-09,85.74711608886719
2009-10-12,86.08287811279297
2009-10-13,85.90699768066406
2009-10-14,87.38592529296875
2009-10-15,87.7057113647461
2009-10-16,87.05018615722656
2009-10-19,87.7696762084961
2009-10-20,87.30601501464844
2009-10-21,86.5225601196289
2009-10-22,87.40192413330078
2009-10-23,86.40263366699219
2009-10-26,85.46731567382812
2009-10-27,85.07560729980469
2009-10-28,83.46873474121094
2009-10-29,85.25945281982422
2009-10-30,82.78919982910156
2009-11-02,83.39676666259766
2009-11-03,83.66059875488281
2009-11-04,83.8764419555664
2009-11-05,85.41934967041016
2009-11-06,85.64318084716797
2009-11-09,87.59379577636719
2009-11-10,87.60977935791016
2009-11-11,88.0574722290039
2009-11-12,87.16210174560547
2009-11-13,87.6337890625
2009-11-16,88.90485382080078
2009-11-17,89.0087890625
2009-11-18,88.95281982421875
2009-11-19,87.79366302490234
2009-11-20,87.48186492919922
2009-11-23,88.59306335449219
2009-11-24,88.72899627685547
2009-11-25,89.04078674316406
2009-11-27,87.59379577636719
2009-11-30,87.88957214355469
2009-12-01,88.97682189941406
2009-12-02,88.93682861328125
2009-12-03,88.24132537841797
2009-12-04,88.74497985839844
2009-12-07,88.60904693603516
2009-12-08,87.62577819824219
2009-12-09,87.95354461669922
2009-12-10,88.4491958618164
2009-12-11,88.82491302490234
2009-12-14,89.4324951171875
2009-12-15,89.01679229736328
2009-12-16,89.15272521972656
2009-12-17,88.08145141601562
2009-12-18,88.57975769042969
2009-12-21,89.47992706298828
2009-12-22,89.80145263671875
2009-12-23,89.97822570800781
2009-12-24,90.40426635742188
2009-12-28,90.59713745117188
2009-12-29,90.46852111816406
2009-12-30,90.43638610839844
2009-12-31,89.568359375
2010-01-04,91.08741760253906
2010-01-05,91.32855224609375
2010-01-06,91.39283752441406
2010-01-07,91.77867126464844
2010-01-08,92.08404541015625
2010-01-11,92.21267700195312
2010-01-12,91.3526611328125
2010-01-13,92.12422943115234
2010-01-14,92.37338256835938
2010-01-15,91.33659362792969
2010-01-19,92.47789001464844
2010-01-20,91.53752136230469
2010-01-21,89.77734375
2010-01-22,87.77604675292969
2010-01-25,88.22611236572266
2010-01-26,87.85638427734375
2010-01-27,88.27433776855469
2010-01-28,87.26165008544922
2010-01-29,86.313232421875
2010-02-01,87.65546417236328
2010-02-02,88.71639251708984
2010-02-03,88.27433776855469
2010-02-04,85.54967498779297
2010-02-05,85.72653198242188
2010-02-08,85.10763549804688
2010-02-09,86.17657470703125
2010-02-10,86.00782012939453
2010-02-11,86.90800476074219
2010-02-12,86.83563995361328
2010-02-16,88.20203399658203
2010-02-17,88.61995697021484
2010-02-18,89.14238739013672
2010-02-19,89.32723999023438
2010-02-22,89.34333038330078
2010-02-23,88.25826263427734
2010-02-24,89.07003784179688
2010-02-25,88.94950103759766
2010-02-26,89.0057373046875
2010-03-01,89.9300537109375
2010-03-02,90.17921447753906
2010-03-03,90.25956726074219
2010-03-04,90.53286743164062
2010-03-05,91.8268814086914
2010-03-08,91.84293365478516
2010-03-09,91.9956283569336
2010-03-10,92.40556335449219
2010-03-11,92.79136657714844
2010-03-12,92.79937744140625
2010-03-15,92.823486328125
2010-03-16,93.56295013427734
2010-03-17,94.11751556396484
2010-03-18,94.06930541992188
2010-03-19,93.59314727783203
2010-03-22,94.093505859375
2010-03-23,94.75527954101562
2010-03-24,94.29525756835938
2010-03-25,94.14192962646484
2010-03-26,94.08543395996094
2010-03-29,94.68264770507812
2010-03-30,94.74720764160156
2010-03-31,94.42440032958984
2010-04-01,95.07001495361328
2010-04-05,95.84480285644531
2010-04-06,96.07077026367188
2010-04-07,95.52195739746094
2010-04-08,95.85287475585938
2010-04-09,96.48236083984375
2010-04-12,96.63569641113281
2010-04-13,96.70833587646484
2010-04-14,97.80590057373047
2010-04-15,97.8865966796875
2010-04-16,96.32902526855469
2010-04-19,96.69218444824219
2010-04-20,97.55570220947266
2010-04-21,97.3781967163086
2010-04-22,97.6687240600586
2010-04-23,98.30626678466797
2010-04-26,97.93501281738281
2010-04-27,95.61882781982422
2010-04-28,96.34516143798828
2010-04-29,97.53958892822266
2010-04-30,95.88514709472656
2010-05-03,97.12799072265625
2010-05-04,94.84407043457031
2010-05-05,94.27910614013672
2010-05-06,91.14778900146484
2010-05-07,89.79193878173828
2010-05-10,93.74647521972656
2010-05-11,93.48014831542969
2010-05-12,94.78754425048828
2010-05-13,93.60929870605469
2010-05-14,91.91448211669922
2010-05-17,91.962890625
2010-05-18,90.71197509765625
2010-05-19,90.19546508789062
2010-05-20,86.78972625732422
2010-05-21,88.05679321289062
2010-05-24,86.92691040039062
2010-05-25,87.01570892333984
2010-05-26,86.4911117553711
2010-05-27,89.38842010498047
2010-05-28,88.26663208007812
2010-06-01,86.78164672851562
2010-06-02,89.04138946533203
2010-06-03,89.3480453491211
2010-06-04,86.2086410522461
2010-06-07,85.13529205322266
2010-06-08,86.04724884033203
2010-06-09,85.58724212646484
2010-06-10,88.08907318115234
2010-06-11,88.51683044433594
2010-06-14,88.37963104248047
2010-06-15,90.38914489746094
2010-06-16,90.35688781738281
2010-06-17,90.50213623046875
2010-06-18,90.60027313232422
2010-06-21,90.34078216552734
2010-06-22,88.84876251220703
2010-06-23,88.57305145263672
2010-06-24,87.10536193847656
2010-06-25,87.47025299072266
2010-06-28,87.19453430175781
2010-06-29,84.50239562988281
2010-06-30,83.69964599609375
2010-07-01,83.32661437988281
2010-07-02,82.87250518798828
2010-07-06,83.41582489013672
2010-07-07,86.0430908203125
2010-07-08,86.89452362060547
2010-07-09,87.54325103759766
2010-07-12,87.5999755859375
2010-07-13,88.92173767089844
2010-07-14,88.91362762451172
2010-07-15,88.9379653930664
2010-07-16,86.48910522460938
2010-07-19,86.99993133544922
2010-07-20,87.96490478515625
2010-07-21,86.82151794433594
2010-07-22,88.75955200195312
2010-07-23,89.52989959716797
2010-07-26,90.46241760253906
2010-07-27,90.45429992675781
2010-07-28,89.87046813964844
2010-07-29,89.43258666992188
2010-07-30,89.41637420654297
2010-08-02,91.43546295166016
2010-08-03,90.99759674072266
2010-08-04,91.60577392578125
2010-08-05,91.50846099853516
2010-08-06,91.13542175292969
2010-08-09,91.6219711303711
2010-08-10,91.1273422241211
2010-08-11,88.62982177734375
2010-08-12,88.08650970458984
2010-08-13,87.8270263671875
2010-08-16,87.78648376464844
2010-08-17,88.86495208740234
2010-08-18,89.02715301513672
2010-08-19,87.47833251953125
2010-08-20,87.19453430175781
2010-08-23,86.86207580566406
2010-08-24,85.57276153564453
2010-08-25,85.90523529052734
2010-08-26,85.32951354980469
2010-08-27,86.65126037597656
2010-08-30,85.3943862915039
2010-08-31,85.3943862915039
2010-09-01,87.94866943359375
2010-09-02,88.7676773071289
2010-09-03,89.91912841796875
2010-09-07,88.90552520751953
2010-09-08,89.52989959716797
2010-09-09,89.94345092773438
2010-09-10,90.39755249023438
2010-09-13,91.40303039550781
2010-09-14,91.3462905883789
2010-09-15,91.69497680664062
2010-09-16,91.67061614990234
2010-09-17,91.70484924316406
2010-09-20,93.10704803466797
2010-09-21,92.91958618164062
2010-09-22,92.46305847167969
2010-09-23,91.71304321289062
2010-09-24,93.6043472290039
2010-09-27,93.15596771240234
2010-09-28,93.48208618164062
2010-09-29,93.31903076171875
2010-09-30,93.04182434082031
2010-10-01,93.43314361572266
2010-10-04,92.73206329345703
2010-10-05,94.59893035888672
2010-10-06,94.59078216552734
2010-10-07,94.47665405273438
2010-10-08,95.00655364990234
2010-10-11,95.09622192382812
2010-10-12,95.38968658447266
2010-10-13,96.13154602050781
2010-10-14,95.75653839111328
2010-10-15,95.95218658447266
2010-10-18,96.4250259399414
2010-10-19,95.16144561767578
2010-10-20,96.09077453613281
2010-10-21,96.30274200439453
2010-10-22,96.48210906982422
2010-10-25,96.76744079589844
2010-10-26,96.78372192382812
2010-10-27,96.50652313232422
2010-10-28,96.52285766601562
2010-10-29,96.59622192382812
2010-11-01,96.62884521484375
2010-11-02,97.3951416015625
2010-11-03,97.78645324707031
2010-11-04,99.66964721679688
2010-11-05,100.04463958740234
2010-11-08,99.85714721679688
2010-11-09,99.13973999023438
2010-11-10,99.5392074584961
2010-11-11,99.16417694091797
2010-11-12,97.99026489257812
2010-11-15,97.85166931152344
2010-11-16,96.32721710205078
2010-11-17,96.3761215209961
2010-11-18,97.79460906982422
2010-11-19,98.06363677978516
2010-11-22,97.98211669921875
2010-11-23,96.56363677978516
2010-11-24,97.99026489257812
2010-11-26,96.84894561767578
2010-11-29,97.1424560546875
2010-11-30,96.59622192382812
2010-12-01,98.65062713623047
2010-12-02,99.91419982910156
2010-12-03,100.18325805664062
2010-12-06,100.07723999023438
2010-12-07,100.13432312011719
2010-12-08,100.50115966796875
2010-12-09,100.89247131347656
2010-12-10,101.47943878173828
2010-12-13,101.54466247558594
2010-12-14,101.63434600830078
2010-12-15,101.16966247558594
2010-12-16,101.75663757324219
2010-12-17,101.86559295654297
2010-12-20,102.1114273071289
2010-12-21,102.75887298583984
2010-12-22,103.07850646972656
2010-12-23,102.93098449707031
2010-12-27,102.97196960449219
2010-12-28,103.1194839477539
2010-12-29,103.19322204589844
2010-12-30,103.02932739257812
2010-12-31,103.05391693115234
2011-01-03,104.11929321289062
2011-01-04,104.06190490722656
2011-01-05,104.6028060913086
2011-01-06,104.39793395996094
2011-01-07,104.19303131103516
2011-01-10,104.06190490722656
2011-01-11,104.43067169189453
2011-01-12,105.3731460571289
2011-01-13,105.20100402832031
2011-01-14,105.96318054199219
2011-01-18,106.14347076416016
2011-01-19,105.10269165039062
2011-01-20,104.9633560180664
2011-01-21,105.20100402832031
2011-01-24,105.79928588867188
2011-01-25,105.85665893554688
2011-01-26,106.26639556884766
2011-01-27,106.5286636352539
2011-01-28,104.6683349609375
2011-01-31,105.455078125
2011-02-01,107.14324951171875
2011-02-02,106.93842315673828
2011-02-03,107.17607116699219
2011-02-04,107.47927856445312
2011-02-07,108.15127563476562
2011-02-08,108.64302062988281
2011-02-09,108.39714050292969
2011-02-10,108.4381332397461
2011-02-11,109.0855484008789
2011-02-14,109.3477783203125
2011-02-15,109.00357055664062
2011-02-16,109.69196319580078
2011-02-17,110.01979064941406
2011-02-18,110.24923706054688
2011-02-22,108.03655242919922
2011-02-23,107.37275695800781
2011-02-24,107.29899597167969
2011-02-25,108.44630432128906
2011-02-28,109.11831665039062
2011-03-01,107.29899597167969
2011-03-02,107.5284423828125
2011-03-03,109.38053894042969
2011-03-04,108.56101989746094
2011-03-07,107.70877838134766
2011-03-08,108.65119934082031
2011-03-09,108.49546813964844
2011-03-10,106.48765563964844
2011-03-11,107.22521209716797
2011-03-14,106.57784271240234
2011-03-15,105.35674285888672
2011-03-16,103.40628814697266
2011-03-17,104.77488708496094
2011-03-18,105.15595245361328
2011-03-21,106.78568267822266
2011-03-22,106.41526794433594
2011-03-23,106.71981048583984
2011-03-24,107.74042510986328
2011-03-25,108.06965637207031
2011-03-28,107.8062744140625
2011-03-29,108.53057861328125
2011-03-30,109.27957916259766
2011-03-31,109.13141632080078
2011-04-01,109.59234619140625
2011-04-04,109.68287658691406
