Date,FXE,EWJ,GLD,QQQ,SPY,SHV,DBA,USO,XBI,ILF,GAF,EPP,FEZ
2015-06-15,110.809998,52.0,113.730003,108.209999,209.100006,110.269997,21.74,20.15,80.300003,29.91,65.129997,45.009997999999996,38.720001
2015-06-16,110.400002,51.759997999999996,113.32,108.800003,210.25,110.269997,21.91,20.26,80.486664,30.43,65.540001,45.25,38.639998999999996
2015-06-17,111.379997,51.32,113.849998,109.099998,210.58999599999999,110.290001,21.98,20.209999,81.46333299999999,30.59,64.0,45.490002000000004,38.459998999999996
2015-06-18,111.720001,51.360001000000004,115.32,110.690002,212.710007,110.269997,21.969998999999998,20.360001,83.76666999999999,30.98,66.1399,45.619999,39.169998
2015-06-19,111.410004,51.400002,115.120003,109.889999,210.809998,110.279999,21.860001,20.02,84.15666999999999,30.42,66.139999,45.639998999999996,38.169998
2015-06-22,111.309998,52.200001,113.639999,110.699997,211.88999900000002,110.279999,22.129998999999998,20.16,86.57,30.799999,67.019997,45.799999,39.639998999999996
2015-06-23,109.660004,52.799999,112.889999,110.790001,212.05000299999998,110.279999,22.200001,20.469998999999998,86.449997,30.860001,66.639999,46.18,39.549999
2015-06-24,109.940002,52.279999,112.589996,110.220001,210.50999500000003,110.279999,22.280001000000002,20.200001,84.57666800000001,30.290001,66.639999,45.91,39.220001
2015-06-25,110.029999,52.080002,112.440002,110.0,209.830002,110.290001,22.41,19.98,83.86333499999999,29.92,67.98249799999999,44.75,39.290001000000004
2015-06-26,109.699997,52.32,112.559998,109.269997,209.899994,110.269997,22.709999,19.98,83.32666800000001,30.200001,68.110001,44.07,39.450001
2015-06-29,110.370003,51.0,113.07,106.690002,205.470001,110.279999,22.82,19.51,80.543335,29.469998999999998,65.489998,42.959998999999996,37.669998
2015-06-30,109.459999,51.240002000000004,112.370003,107.07,205.889999,110.290001,23.35,19.879998999999998,84.08000200000001,29.76,65.489998,43.400002,37.400002
2015-07-01,108.529999,51.599998,111.980003,107.91999799999999,207.570007,110.279999,23.27,19.1,83.073334,29.370001000000002,66.150002,43.709998999999996,37.66
2015-07-02,108.809998,51.599998,111.760002,107.949997,207.320007,110.290001,23.27,18.93,82.31333199999999,29.879998999999998,66.879997,44.0,37.509997999999996
