,Mkt-RF,SMB,HML,RMW,CMA,RF
2018-03-01,   -2.35,    3.60,   -0.14,   -0.45,    0.00,    0.12
2018-04-01,    0.29,    0.96,    0.46,   -2.33,    1.18,    0.14
2018-05-01,    2.65,    4.74,   -3.15,   -2.01,   -1.44,    0.14
2018-06-01,    0.48,    0.89,   -2.27,    0.83,    0.34,    0.14
2018-07-01,    3.19,   -1.95,    0.58,    1.53,    0.40,    0.16
2018-08-01,    3.44,    0.62,   -3.87,   -0.15,   -2.47,    0.16
2018-09-01,    0.06,   -2.47,   -1.70,    0.59,    1.26,    0.15
2018-10-01,   -7.68,   -4.57,    3.62,    0.86,    3.42,    0.19
2018-11-01,    1.69,   -0.79,    0.20,   -0.63,    0.33,    0.18
2018-12-01,   -9.55,   -3.01,   -1.88,   -0.09,    0.15,    0.19
2019-01-01,    8.41,    3.07,   -0.56,   -0.65,   -1.36,    0.21
2019-02-01,    3.40,    1.79,   -2.72,    0.09,   -1.47,    0.18
2019-03-01,    1.10,   -3.56,   -4.20,    0.86,   -1.03,    0.19
2019-04-01,    3.96,   -1.17,    2.00,    1.64,   -2.18,    0.21
2019-05-01,   -6.94,   -1.52,   -2.15,   -0.54,    1.78,    0.21
2019-06-01,    6.93,    0.33,   -0.82,    0.99,   -0.38,    0.18
2019-07-01,    1.19,   -1.90,    0.30,   -0.16,    0.34,    0.19
2019-08-01,   -2.58,   -3.30,   -4.93,    0.43,   -0.88,    0.16
2019-09-01,    1.43,    0.26,    6.78,    1.99,    3.50,    0.18
2019-10-01,    2.06,    0.21,   -2.09,    0.25,   -0.99,    0.15
2019-11-01,    3.87,    0.50,   -1.87,   -1.58,   -1.24,    0.12
2019-12-01,    2.77,    0.96,    1.93,    0.09,    1.29,    0.14
2020-01-01,   -0.11,   -4.41,   -6.30,   -1.36,   -2.34,    0.13
2020-02-01,   -8.13,   -0.04,   -3.96,   -1.61,   -2.49,    0.12
2020-03-01,  -13.38,   -8.40,  -14.11,   -1.38,    1.21,    0.12
2020-04-01,   13.65,    2.79,   -1.35,    2.51,   -1.03,    0.00
2020-05-01,    5.58,    1.92,   -4.95,    0.71,   -3.28,    0.01
2020-06-01,    2.46,    1.94,   -2.22,    0.04,    0.34,    0.01
2020-07-01,    5.77,   -3.03,   -1.31,    0.55,    1.06,    0.01
2020-08-01,    7.63,   -0.94,   -2.95,    4.27,   -1.44,    0.01
2020-09-01,   -3.63,    0.07,   -2.56,   -1.15,   -1.77,    0.01
2020-10-01,   -2.10,    4.76,    3.88,   -0.60,   -0.53,    0.01
