Date,AAPL
2014-05-22,19.574220657348633
2014-05-23,19.795345306396484
2014-05-27,20.166027069091797
2014-05-28,20.113807678222656
2014-05-29,20.480295181274414
2014-05-30,20.403581619262695
2014-06-02,20.26336097717285
2014-06-03,20.54991912841797
2014-06-04,20.784578323364258
2014-06-05,20.86612892150879
2014-06-06,20.808748245239258
2014-06-09,21.141719818115234
2014-06-10,21.265819549560547
2014-06-11,21.17782211303711
2014-06-12,20.823575973510742
2014-06-13,20.595691680908203
2014-06-16,20.803268432617188
2014-06-17,20.776199340820312
2014-06-18,20.79875946044922
2014-06-19,20.7265567779541
2014-06-20,20.512208938598633
2014-06-23,20.494152069091797
2014-06-24,20.37006187438965
2014-06-25,20.38810920715332
2014-06-26,20.509952545166016
2014-06-27,20.753633499145508
2014-06-30,20.967988967895508
2014-07-01,21.101110458374023
2014-07-02,21.09208106994629
2014-07-03,21.21617889404297
2014-07-07,21.653907775878906
2014-07-08,21.514007568359375
2014-07-09,21.523038864135742
2014-07-10,21.444067001342773
2014-07-11,21.484682083129883
2014-07-14,21.7622127532959
2014-07-15,21.507247924804688
2014-07-16,21.385404586791992
2014-07-17,21.00408363342285
2014-07-18,21.306428909301758
2014-07-21,21.19587516784668
2014-07-22,21.371864318847656
2014-07-23,21.929180145263672
2014-07-24,21.8930721282959
2014-07-25,22.0374813079834
2014-07-28,22.34208106994629
2014-07-29,22.19768524169922
2014-07-30,22.145780563354492
2014-07-31,21.570419311523438
2014-08-01,21.690006256103516
2014-08-04,21.56816291809082
2014-08-05,21.46211814880371
2014-08-06,21.426015853881836
2014-08-07,21.423748016357422
2014-08-08,21.482707977294922
2014-08-11,21.766145706176758
2014-08-12,21.761615753173828
2014-08-13,22.049589157104492
2014-08-14,22.108549118041992
2014-08-15,22.217395782470703
2014-08-18,22.484960556030273
2014-08-19,22.795618057250977
2014-08-20,22.804683685302734
2014-08-21,22.80695343017578
2014-08-22,22.974746704101562
2014-08-25,23.024635314941406
2014-08-26,22.87724494934082
2014-08-27,23.158418655395508
2014-08-28,23.18562889099121
2014-08-29,23.24231719970703
2014-09-02,23.42372703552246
2014-09-03,22.435073852539062
2014-09-04,22.249135971069336
2014-09-05,22.441877365112305
2014-09-08,22.30355453491211
2014-09-09,22.219663619995117
2014-09-10,22.90218734741211
2014-09-11,22.99969482421875
2014-09-12,23.051847457885742
2014-09-15,23.0450382232666
2014-09-16,22.870441436767578
2014-09-17,23.033702850341797
2014-09-18,23.081321716308594
2014-09-19,22.893117904663086
2014-09-22,22.915794372558594
2014-09-23,23.274063110351562
2014-09-24,23.072256088256836
2014-09-25,22.192445755004883
2014-09-26,22.84549903869629
2014-09-29,22.700376510620117
2014-09-30,22.84549903869629
2014-10-01,22.489492416381836
2014-10-02,22.652761459350586
2014-10-03,22.589265823364258
2014-10-06,22.589265823364258
2014-10-07,22.391986846923828
2014-10-08,22.856840133666992
2014-10-09,22.906723022460938
2014-10-10,22.840959548950195
2014-10-13,22.63235092163086
2014-10-14,22.391986846923828
2014-10-15,22.117618560791016
2014-10-16,21.82737159729004
2014-10-17,22.1470947265625
2014-10-20,22.62101173400879
2014-10-21,23.235515594482422
2014-10-22,23.353429794311523
2014-10-23,23.770660400390625
2014-10-24,23.85909080505371
2014-10-27,23.834150314331055
2014-10-28,24.20375633239746
2014-10-29,24.33980941772461
2014-10-30,24.258182525634766
2014-10-31,24.489465713500977
2014-11-03,24.806926727294922
2014-11-04,24.625524520874023
2014-11-05,24.684480667114258
2014-11-06,24.755075454711914
2014-11-07,24.82567596435547
2014-11-10,24.784683227539062
2014-11-11,24.98280906677246
2014-11-12,25.33580780029297
2014-11-13,25.6933536529541
2014-11-14,26.003076553344727
2014-11-17,25.959806442260742
2014-11-18,26.296859741210938
2014-11-19,26.114667892456055
2014-11-20,26.488155364990234
2014-11-21,26.524593353271484
2014-11-24,27.016510009765625
2014-11-25,26.78193473815918
2014-11-26,27.100778579711914
2014-11-28,27.0848331451416
2014-12-01,26.205766677856445
2014-12-02,26.105554580688477
2014-12-03,26.4016170501709
2014-12-04,26.301414489746094
2014-12-05,26.189821243286133
2014-12-08,25.597705841064453
2014-12-09,25.98941421508789
2014-12-10,25.495223999023438
2014-12-11,25.420068740844727
2014-12-12,24.98965072631836
2014-12-15,24.648040771484375
2014-12-16,24.31098175048828
2014-12-17,24.916767120361328
2014-12-18,25.654640197753906
2014-12-19,25.456510543823242
2014-12-22,25.720685958862305
2014-12-23,25.629587173461914
2014-12-24,25.508888244628906
2014-12-26,25.959806442260742
2014-12-29,25.94158935546875
2014-12-30,25.62503433227539
2014-12-31,25.137676239013672
2015-01-02,24.89855194091797
2015-01-05,24.19711685180664
2015-01-06,24.199399948120117
2015-01-07,24.538728713989258
2015-01-08,25.481557846069336
2015-01-09,25.508888244628906
2015-01-12,24.88033103942871
2015-01-13,25.101242065429688
2015-01-14,25.00558853149414
2015-01-15,24.32692527770996
2015-01-16,24.137907028198242
2015-01-20,24.759626388549805
2015-01-21,24.948652267456055
2015-01-22,25.597705841064453
2015-01-23,25.72978973388672
2015-01-26,25.757123947143555
2015-01-27,24.855283737182617
2015-01-28,26.260419845581055
2015-01-29,27.0779972076416
2015-01-30,26.68173599243164
2015-02-02,27.016510009765625
2015-02-03,27.021060943603516
2015-02-04,27.22830581665039
2015-02-05,27.422645568847656
2015-02-06,27.191726684570312
2015-02-09,27.372344970703125
2015-02-10,27.898208618164062
2015-02-11,28.552112579345703
2015-02-12,28.913358688354492
2015-02-13,29.055112838745117
2015-02-17,29.22658920288086
2015-02-18,29.430076599121094
2015-02-19,29.368343353271484
2015-02-20,29.60841178894043
2015-02-23,30.408634185791016
2015-02-24,30.2188720703125
2015-02-25,29.446073532104492
2015-02-26,29.818758010864258
2015-02-27,29.370628356933594
2015-03-02,29.51466941833496
2015-03-03,29.576406478881836
2015-03-04,29.388917922973633
2015-03-05,28.901926040649414
2015-03-06,28.945363998413086
2015-03-09,29.068830490112305
2015-03-10,28.46751594543457
2015-03-11,27.948511123657227
2015-03-12,28.453798294067383
2015-03-13,28.257169723510742
2015-03-16,28.568111419677734
2015-03-17,29.04596519470215
2015-03-18,29.37291717529297
2015-03-19,29.151140213012695
2015-03-20,28.78531837463379
2015-03-23,29.084835052490234
2015-03-24,28.965940475463867
2015-03-25,28.209152221679688
2015-03-26,28.405780792236328
2015-03-27,28.179433822631836
2015-03-30,28.892780303955078
2015-03-31,28.449222564697266
2015-04-01,28.408071517944336
2015-04-02,28.652708053588867
2015-04-06,29.116844177246094
2015-04-07,28.810468673706055
2015-04-08,28.716732025146484
2015-04-09,28.936214447021484
2015-04-10,29.059680938720703
2015-04-13,29.00252342224121
2015-04-14,28.876771926879883
2015-04-15,28.986515045166016
2015-04-16,28.847049713134766
2015-04-17,28.522384643554688
2015-04-20,29.173999786376953
2015-04-21,29.016244888305664
2015-04-22,29.407215118408203
2015-04-23,29.647281646728516
2015-04-24,29.786746978759766
2015-04-27,30.328609466552734
2015-04-28,29.85076141357422
2015-04-29,29.411785125732422
2015-04-30,28.613842010498047
2015-05-01,29.48265838623047
2015-05-04,29.425500869750977
2015-05-05,28.76245880126953
2015-05-06,28.58183479309082
2015-05-07,28.75861930847168
2015-05-08,29.300458908081055
2015-05-11,29.00198745727539
2015-05-12,28.8986759185791
2015-05-13,28.930809020996094
2015-05-14,29.605806350708008
2015-05-15,29.56448745727539
2015-05-18,29.890506744384766
2015-05-19,29.862958908081055
2015-05-20,29.860654830932617
2015-05-21,30.1660213470459
2015-05-22,30.4300479888916
2015-05-26,29.75963020324707
2015-05-27,30.315250396728516
2015-05-28,30.25554656982422
2015-05-29,29.911170959472656
2015-06-01,29.97086524963379
2015-06-02,29.837703704833984
2015-06-03,29.874433517456055
2015-06-04,29.699947357177734
2015-06-05,29.53693389892578
2015-06-08,29.34178352355957
2015-06-09,29.254535675048828
2015-06-10,29.589736938476562
2015-06-11,29.523157119750977
2015-06-12,29.197141647338867
2015-06-15,29.139741897583008
2015-06-16,29.295862197875977
2015-06-17,29.22698211669922
2015-06-18,29.360151290893555
2015-06-19,29.066267013549805
2015-06-22,29.29815673828125
2015-06-23,29.164993286132812
2015-06-24,29.41295623779297
2015-06-25,29.272903442382812
2015-06-26,29.100709915161133
2015-06-29,28.59101676940918
2015-06-30,28.797649383544922
2015-07-01,29.066267013549805
2015-07-02,29.029537200927734
2015-07-06,28.92851448059082
2015-07-07,28.857349395751953
2015-07-08,28.141019821166992
2015-07-09,27.567041397094727
2015-07-10,28.304025650024414
2015-07-13,28.85045623779297
2015-07-14,28.838979721069336
2015-07-15,29.116783142089844
2015-07-16,29.504793167114258
2015-07-17,29.75963020324707
2015-07-20,30.322134017944336
2015-07-21,30.01907730102539
2015-07-22,28.74943733215332
2015-07-23,28.735660552978516
2015-07-24,28.584131240844727
2015-07-27,28.186941146850586
2015-07-28,28.32698631286621
2015-07-29,28.23744773864746
2015-07-30,28.09510040283203
2015-07-31,27.849435806274414
2015-08-03,27.192806243896484
2015-08-04,26.320362091064453
2015-08-05,26.49484634399414
2015-08-06,26.55250358581543
2015-08-07,26.64244842529297
2015-08-10,27.611099243164062
2015-08-11,26.174270629882812
2015-08-12,26.5778751373291
2015-08-13,26.5571231842041
2015-08-14,26.743925094604492
2015-08-17,27.02068519592285
2015-08-18,26.868467330932617
2015-08-19,26.524829864501953
2015-08-20,25.98053550720215
2015-08-21,24.391490936279297
2015-08-24,23.78263282775879
2015-08-25,23.92562484741211
2015-08-26,25.297876358032227
2015-08-27,26.042810440063477
2015-08-28,26.128145217895508
2015-08-31,26.00591468811035
2015-09-01,24.84353256225586
2015-09-02,25.909042358398438
2015-09-03,25.454700469970703
2015-09-04,25.201007843017578
2015-09-08,25.902128219604492
2015-09-09,25.403963088989258
2015-09-10,25.962093353271484
2015-09-11,26.340322494506836
2015-09-14,26.59401512145996
2015-09-15,26.817729949951172
2015-09-16,26.84771728515625
2015-09-17,26.2734432220459
2015-09-18,26.1650447845459
2015-09-21,26.570955276489258
2015-09-22,26.153520584106445
2015-09-23,26.365690231323242
2015-09-24,26.522523880004883
2015-09-25,26.455642700195312
2015-09-28,25.932111740112305
2015-09-29,25.152576446533203
2015-09-30,25.43856430053711
2015-10-01,25.27250862121582
2015-10-02,25.457008361816406
2015-10-05,25.54926300048828
2015-10-06,25.671497344970703
2015-10-07,25.54926300048828
2015-10-08,25.25405502319336
2015-10-09,25.858308792114258
2015-10-12,25.738378524780273
2015-10-13,25.782197952270508
2015-10-14,25.417804718017578
2015-10-15,25.79834747314453
2015-10-16,25.609230041503906
2015-10-19,25.76836585998535
2015-10-20,26.238849639892578
2015-10-21,26.236543655395508
2015-10-22,26.637842178344727
2015-10-23,27.46349334716797
2015-10-26,26.587100982666016
2015-10-27,26.418745040893555
2015-10-28,27.50731658935547
2015-10-29,27.797910690307617
2015-10-30,27.56036376953125
