,Mkt-RF,SMB,HML,RF
1988-01-01,    4.21,   -0.77,    5.08,    0.29
1988-02-01,    4.75,    3.36,   -1.65,    0.46
1988-03-01,   -2.27,    6.16,    0.74,    0.44
1988-04-01,    0.56,    0.96,    1.69,    0.46
1988-05-01,   -0.29,   -2.64,    2.30,    0.51
1988-06-01,    4.79,    2.16,   -1.07,    0.49
1988-07-01,   -1.25,   -0.21,    2.27,    0.51
1988-08-01,   -3.31,    0.04,    2.03,    0.59
1988-09-01,    3.30,   -1.25,   -0.68,    0.62
1988-10-01,    1.15,   -2.90,    1.71,    0.61
1988-11-01,   -2.29,   -1.74,    1.24,    0.57
1988-12-01,    1.49,    1.95,   -1.55,    0.63
1989-01-01,    6.10,   -2.14,    0.51,    0.55
1989-02-01,   -2.25,    2.76,    0.87,    0.61
1989-03-01,    1.57,    0.74,    0.46,    0.67
1989-04-01,    4.33,   -0.59,   -1.45,    0.67
1989-05-01,    3.35,   -0.04,   -0.82,    0.79
1989-06-01,   -1.35,   -1.01,    2.19,    0.71
1989-07-01,    7.20,   -4.02,   -2.83,    0.70
1989-08-01,    1.44,    0.51,    0.76,    0.74
1989-09-01,   -0.76,    0.26,   -1.35,    0.65
1989-10-01,   -3.67,   -3.32,   -1.07,    0.68
1989-11-01,    1.03,   -1.25,   -1.14,    0.69
1989-12-01,    1.16,   -2.41,    0.24,    0.61
1990-01-01,   -7.85,   -1.29,    0.85,    0.57
1990-02-01,    1.11,    1.04,    0.63,    0.57
1990-03-01,    1.83,    1.53,   -2.89,    0.64
1990-04-01,   -3.36,   -0.49,   -2.55,    0.69
1990-05-01,    8.42,   -2.56,   -3.72,    0.68
1990-06-01,   -1.09,    1.42,   -1.95,    0.63
1990-07-01,   -1.90,   -3.21,    0.06,    0.68
1990-08-01,  -10.15,   -3.56,    1.57,    0.66
1990-09-01,   -6.12,   -3.65,    0.74,    0.60
1990-10-01,   -1.92,   -5.53,    0.27,    0.68
1990-11-01,    6.35,    0.31,   -3.23,    0.57
1990-12-01,    2.46,    0.77,   -1.54,    0.60
1991-01-01,    4.69,    3.78,   -1.93,    0.52
1991-02-01,    7.19,    3.96,   -0.56,    0.48
1991-03-01,    2.65,    3.90,   -1.21,    0.44
1991-04-01,   -0.28,    0.50,    1.44,    0.53
1991-05-01,    3.65,   -0.36,   -0.63,    0.47
1991-06-01,   -4.94,    0.07,    1.17,    0.42
1991-07-01,    4.24,   -0.92,   -1.25,    0.49
1991-08-01,    2.32,    1.60,   -0.78,    0.46
1991-09-01,   -1.59,    1.63,   -1.00,    0.46
1991-10-01,    1.29,    0.88,   -0.43,    0.42
1991-11-01,   -4.19,   -0.47,   -1.93,    0.39
1991-12-01,   10.84,   -2.25,   -4.03,    0.38
1992-01-01,   -0.59,    8.47,    4.51,    0.34
1992-02-01,    1.09,    0.88,    6.37,    0.28
1992-03-01,   -2.66,   -1.03,    3.65,    0.34
1992-04-01,    1.07,   -6.12,    4.31,    0.32
1992-05-01,    0.30,    0.40,    1.28,    0.28
1992-06-01,   -2.34,   -3.09,    3.40,    0.32
1992-07-01,    3.77,   -0.45,   -0.52,    0.31
1992-08-01,   -2.38,   -0.10,   -0.97,    0.26
1992-09-01,    1.19,    0.58,   -0.23,    0.26
1992-10-01,    1.02,    2.02,   -2.00,    0.23
1992-11-01,    4.13,    3.67,   -1.43,    0.23
1992-12-01,    1.53,    1.63,    2.59,    0.28
1993-01-01,    0.93,    2.00,    5.93,    0.23
1993-02-01,    0.12,   -3.44,    6.42,    0.22
1993-03-01,    2.30,    0.22,    1.27,    0.25
1993-04-01,   -3.05,   -0.65,    2.52,    0.24
1993-05-01,    2.89,    1.96,   -3.48,    0.22
1993-06-01,    0.31,   -0.34,    2.60,    0.25
1993-07-01,   -0.34,    0.92,    2.89,    0.24
1993-08-01,    3.71,    0.17,    0.12,    0.25
1993-09-01,   -0.12,    3.03,   -0.22,    0.26
1993-10-01,    1.41,    2.03,   -2.76,    0.22
1993-11-01,   -1.89,   -1.23,   -0.77,    0.25
1993-12-01,    1.65,    1.22,    0.34,    0.23
1994-01-01,    2.87,    0.39,    1.12,    0.25
1994-02-01,   -2.55,    2.79,   -1.57,    0.21
1994-03-01,   -4.78,   -1.14,    1.63,    0.27
1994-04-01,    0.68,   -0.96,    1.72,    0.27
1994-05-01,    0.58,   -2.11,    0.58,    0.31
1994-06-01,   -3.03,   -0.41,    1.74,    0.31
1994-07-01,    2.82,   -1.81,    0.61,    0.28
1994-08-01,    4.01,    1.41,   -2.46,    0.37
1994-09-01,   -2.31,    3.12,   -1.91,    0.37
1994-10-01,    1.34,   -2.24,   -1.65,    0.38
1994-11-01,   -4.04,    0.27,   -0.77,    0.37
1994-12-01,    0.86,    0.31,   -0.19,    0.44
1995-01-01,    1.80,   -3.50,    2.54,    0.42
1995-02-01,    3.63,   -0.66,    1.13,    0.40
1995-03-01,    2.19,   -0.19,   -2.15,    0.46
1995-04-01,    2.11,   -0.54,    1.73,    0.44
1995-05-01,    2.90,   -2.53,    2.20,    0.54
1995-06-01,    2.72,    3.15,   -2.56,    0.47
1995-07-01,    3.72,    2.10,   -1.67,    0.45
1995-08-01,    0.55,    1.35,    2.98,    0.47
1995-09-01,    3.35,   -2.27,    0.00,    0.43
1995-10-01,   -1.52,   -3.84,   -0.37,    0.47
1995-11-01,    3.96,   -1.18,    0.65,    0.42
1995-12-01,    1.03,    0.63,    0.28,    0.49
1996-01-01,    2.26,   -2.64,    0.29,    0.43
1996-02-01,    1.33,    1.82,   -1.08,    0.39
1996-03-01,    0.73,    1.53,    0.45,    0.39
1996-04-01,    2.06,    5.25,   -4.13,    0.46
1996-05-01,    2.36,    3.09,   -0.89,    0.42
1996-06-01,   -1.14,   -3.93,    2.33,    0.40
1996-07-01,   -5.97,   -4.29,    5.18,    0.45
1996-08-01,    2.77,    2.44,   -0.79,    0.41
1996-09-01,    5.01,   -0.97,   -2.80,    0.44
1996-10-01,    0.86,   -4.43,    4.87,    0.42
1996-11-01,    6.25,   -4.05,    1.45,    0.41
1996-12-01,   -1.70,    3.10,    1.23,    0.46
1997-01-01,    4.98,   -1.95,   -1.51,    0.45
1997-02-01,   -0.49,   -3.26,    5.75,    0.39
1997-03-01,   -5.02,   -0.40,    3.43,    0.43
1997-04-01,    4.04,   -5.72,    0.02,    0.43
1997-05-01,    6.74,    5.13,   -4.08,    0.49
1997-06-01,    4.10,    1.20,    1.54,    0.37
1997-07-01,    7.33,   -2.73,    0.32,    0.43
1997-08-01,   -4.15,    7.32,    1.16,    0.41
1997-09-01,    5.35,    2.54,    0.27,    0.44
1997-10-01,   -3.80,   -0.79,    2.31,    0.42
1997-11-01,    2.98,   -5.14,    1.24,    0.39
1997-12-01,    1.32,   -2.70,    4.10,    0.48
1998-01-01,    0.15,   -1.02,   -1.64,    0.43
1998-02-01,    7.04,    0.21,   -0.59,    0.39
1998-03-01,    4.76,   -1.17,    1.46,    0.39
1998-04-01,    0.73,    0.03,    0.96,    0.43
1998-05-01,   -3.07,   -3.39,    3.35,    0.40
1998-06-01,    3.18,   -3.35,   -1.87,    0.41
1998-07-01,   -2.46,   -4.92,   -1.62,    0.40
1998-08-01,  -16.08,   -5.65,    3.68,    0.43
1998-09-01,    6.15,    0.08,   -3.39,    0.46
1998-10-01,    7.13,   -3.14,   -2.30,    0.32
1998-11-01,    6.10,    1.20,   -3.21,    0.31
1998-12-01,    6.16,   -0.54,   -4.14,    0.38
1999-01-01,    3.50,    0.78,   -4.95,    0.35
1999-02-01,   -4.08,   -6.08,    1.89,    0.35
1999-03-01,    3.45,   -3.75,   -2.78,    0.43
1999-04-01,    4.33,    3.99,    2.38,    0.37
1999-05-01,   -2.46,    3.36,    2.40,    0.34
1999-06-01,    4.77,    3.11,   -3.60,    0.40
1999-07-01,   -3.49,    2.58,   -0.38,    0.38
1999-08-01,   -1.38,   -0.98,   -1.67,    0.39
1999-09-01,   -2.79,    3.39,   -3.54,    0.39
1999-10-01,    6.12,   -6.70,   -3.30,    0.39
1999-11-01,    3.37,    7.11,   -6.12,    0.36
1999-12-01,    7.72,    7.02,   -8.39,    0.44
2000-01-01,   -4.74,    5.62,   -1.46,    0.41
2000-02-01,    2.45,   21.13,   -9.05,    0.43
2000-03-01,    5.20,  -16.72,    7.49,    0.47
2000-04-01,   -6.40,   -7.04,    7.68,    0.46
2000-05-01,   -4.42,   -6.21,    4.91,    0.50
2000-06-01,    4.64,   12.60,   -8.19,    0.40
2000-07-01,   -2.51,   -3.10,    8.38,    0.48
2000-08-01,    7.03,   -0.68,   -1.46,    0.50
2000-09-01,   -5.45,   -1.89,    7.30,    0.51
2000-10-01,   -2.76,   -3.80,    5.69,    0.56
2000-11-01,  -10.72,   -3.47,   12.55,    0.51
2000-12-01,    1.19,    0.72,    7.57,    0.50
2001-01-01,    3.13,    6.74,   -5.28,    0.54
2001-02-01,  -10.05,   -0.82,   12.60,    0.38
2001-03-01,   -7.26,    0.17,    6.52,    0.42
2001-04-01,    7.94,    0.59,   -4.74,    0.39
2001-05-01,    0.72,    2.52,    3.38,    0.32
2001-06-01,   -1.94,    6.24,   -1.20,    0.28
2001-07-01,   -2.13,   -4.45,    5.60,    0.30
2001-08-01,   -6.46,    2.40,    2.52,    0.31
2001-09-01,   -9.25,   -6.33,    1.72,    0.28
2001-10-01,    2.46,    7.68,   -7.94,    0.22
2001-11-01,    7.54,   -0.34,    1.91,    0.17
2001-12-01,    1.61,    4.61,    1.20,    0.15
2002-01-01,   -1.44,    1.09,    3.48,    0.14
2002-02-01,   -2.29,   -1.13,    2.46,    0.13
2002-03-01,    4.24,    4.21,    0.97,    0.13
2002-04-01,   -5.20,    5.82,    4.15,    0.15
2002-05-01,   -1.38,   -3.28,    1.64,    0.14
2002-06-01,   -7.21,    4.21,    0.03,    0.13
2002-07-01,   -8.18,   -5.24,   -3.51,    0.15
2002-08-01,    0.50,   -2.93,    3.20,    0.14
2002-09-01,  -10.35,    2.36,    1.68,    0.14
2002-10-01,    7.84,   -3.44,   -4.14,    0.14
2002-11-01,    5.96,    3.24,   -1.53,    0.12
2002-12-01,   -5.76,   -0.02,    2.38,    0.11
2003-01-01,   -2.57,    1.32,   -0.75,    0.10
2003-02-01,   -1.88,   -0.45,   -1.28,    0.09
2003-03-01,    1.09,    0.90,   -2.10,    0.10
2003-04-01,    8.22,    0.67,    0.88,    0.10
2003-05-01,    6.05,    4.48,    0.01,    0.09
2003-06-01,    1.42,    1.80,    0.38,    0.10
2003-07-01,    2.35,    5.22,   -1.06,    0.07
2003-08-01,    2.34,    2.69,    1.58,    0.07
2003-09-01,   -1.24,    0.70,    0.08,    0.08
2003-10-01,    6.08,    2.64,    1.83,    0.07
2003-11-01,    1.35,    2.00,    1.81,    0.07
2003-12-01,    4.29,   -2.76,    1.61,    0.08
2004-01-01,    2.15,    2.52,    2.49,    0.07
2004-02-01,    1.40,   -1.56,    0.86,    0.06
2004-03-01,   -1.32,    1.75,    0.25,    0.09
2004-04-01,   -1.83,   -1.73,   -3.04,    0.08
2004-05-01,    1.17,   -0.24,   -0.27,    0.06
2004-06-01,    1.86,    2.26,    1.22,    0.08
2004-07-01,   -4.06,   -3.83,    3.36,    0.10
2004-08-01,    0.08,   -1.55,    1.01,    0.11
2004-09-01,    1.60,    3.00,   -0.05,    0.11
2004-10-01,    1.43,    0.11,   -0.32,    0.11
2004-11-01,    4.54,    3.73,    1.47,    0.15
2004-12-01,    3.43,   -0.10,   -0.13,    0.16
2005-01-01,   -2.76,   -1.69,    2.09,    0.16
2005-02-01,    1.89,   -0.53,    1.60,    0.16
2005-03-01,   -1.97,   -1.36,    2.14,    0.21
2005-04-01,   -2.61,   -3.97,    0.02,    0.21
2005-05-01,    3.65,    2.78,   -0.61,    0.24
2005-06-01,    0.57,    2.52,    2.84,    0.23
2005-07-01,    3.92,    2.89,   -0.85,    0.24
2005-08-01,   -1.22,   -0.95,    1.24,    0.30
2005-09-01,    0.49,   -0.61,    0.76,    0.29
2005-10-01,   -2.02,   -1.23,    0.36,    0.27
2005-11-01,    3.61,    0.99,   -1.21,    0.31
2005-12-01,   -0.25,   -0.46,    0.25,    0.32
2006-01-01,    3.04,    5.43,    0.90,    0.35
2006-02-01,   -0.30,   -0.41,   -0.31,    0.34
2006-03-01,    1.46,    3.46,    0.56,    0.37
2006-04-01,    0.73,   -1.43,    2.39,    0.36
2006-05-01,   -3.57,   -3.10,    2.47,    0.43
2006-06-01,   -0.35,   -0.35,    0.93,    0.40
2006-07-01,   -0.78,   -4.00,    2.61,    0.40
2006-08-01,    2.03,    1.05,   -1.97,    0.42
2006-09-01,    1.84,   -1.29,    0.07,    0.41
2006-10-01,    3.23,    1.69,   -0.27,    0.41
2006-11-01,    1.71,    0.78,    0.06,    0.42
2006-12-01,    0.87,   -1.13,    2.70,    0.40
2007-01-01,    1.40,    0.17,   -0.68,    0.44
2007-02-01,   -1.96,    1.31,   -0.15,    0.38
2007-03-01,    0.68,    0.10,   -0.81,    0.43
2007-04-01,    3.49,   -2.17,   -1.40,    0.44
2007-05-01,    3.24,    0.26,   -0.63,    0.41
2007-06-01,   -1.96,    0.76,   -1.10,    0.40
2007-07-01,   -3.73,   -2.46,   -3.60,    0.40
2007-08-01,    0.92,   -0.17,   -1.98,    0.42
2007-09-01,    3.22,   -2.26,   -2.24,    0.32
2007-10-01,    1.80,    0.20,   -2.76,    0.32
2007-11-01,   -4.83,   -2.77,   -1.09,    0.34
2007-12-01,   -0.87,    0.12,   -0.57,    0.27
2008-01-01,   -6.36,   -0.87,    3.75,    0.21
2008-02-01,   -3.09,   -0.35,   -0.71,    0.13
2008-03-01,   -0.93,    0.79,    0.09,    0.17
2008-04-01,    4.60,   -1.60,   -0.98,    0.18
2008-05-01,    1.86,    3.05,   -1.36,    0.18
2008-06-01,   -8.44,    1.13,   -2.66,    0.17
2008-07-01,   -0.77,    2.45,    5.43,    0.15
2008-08-01,    1.53,    3.53,    1.54,    0.13
2008-09-01,   -9.24,   -1.21,    6.27,    0.15
2008-10-01,  -17.23,   -2.52,   -2.29,    0.08
2008-11-01,   -7.86,   -2.87,   -6.04,    0.03
2008-12-01,    1.74,    3.56,    0.08,    0.00
2009-01-01,   -8.12,    0.36,  -11.06,    0.00
2009-02-01,  -10.10,    0.18,   -6.76,    0.01
2009-03-01,    8.95,   -0.03,    3.29,    0.02
2009-04-01,   10.18,    5.15,    4.86,    0.01
2009-05-01,    5.21,   -2.58,    0.37,    0.00
2009-06-01,    0.43,    2.57,   -2.58,    0.01
2009-07-01,    7.72,    1.88,    4.96,    0.01
2009-08-01,    3.33,   -1.12,    7.59,    0.01
2009-09-01,    4.08,    2.41,    0.87,    0.01
2009-10-01,   -2.59,   -4.18,   -4.04,    0.00
2009-11-01,    5.56,   -2.48,   -0.29,    0.00
2009-12-01,    2.75,    6.12,   -0.11,    0.01
2010-01-01,   -3.36,    0.37,    0.29,    0.00
2010-02-01,    3.40,    1.19,    3.18,    0.00
2010-03-01,    6.31,    1.43,    2.16,    0.01
2010-04-01,    2.00,    4.86,    2.93,    0.01
2010-05-01,   -7.89,    0.15,   -2.40,    0.01
2010-06-01,   -5.57,   -1.84,   -4.52,    0.01
2010-07-01,    6.93,    0.17,   -0.33,    0.01
2010-08-01,   -4.77,   -3.03,   -1.91,    0.01
2010-09-01,    9.54,    3.94,   -3.27,    0.01
2010-10-01,    3.88,    1.04,   -2.51,    0.01
2010-11-01,    0.60,    3.77,   -1.02,    0.01
2010-12-01,    6.82,    0.69,    3.67,    0.01
2011-01-01,    1.99,   -2.52,    0.75,    0.01
2011-02-01,    3.49,    1.53,    1.36,    0.01
2011-03-01,    0.46,    2.59,   -1.72,    0.01
2011-04-01,    2.90,   -0.38,   -2.45,    0.00
2011-05-01,   -1.27,   -0.57,   -2.16,    0.00
2011-06-01,   -1.75,   -0.13,   -0.48,    0.00
2011-07-01,   -2.35,   -1.40,   -0.83,    0.00
2011-08-01,   -5.99,   -3.08,   -2.42,    0.01
2011-09-01,   -7.59,   -3.37,   -1.63,    0.00
2011-10-01,   11.35,    3.36,    0.13,    0.00
2011-11-01,   -0.28,   -0.13,   -0.33,    0.00
2011-12-01,    0.74,   -0.63,    1.73,    0.00
2012-01-01,    5.05,    2.07,   -0.99,    0.00
2012-02-01,    4.42,   -1.83,    0.32,    0.00
2012-03-01,    3.11,   -0.71,    1.19,    0.00
2012-04-01,   -0.85,   -0.37,   -0.80,    0.00
2012-05-01,   -6.19,    0.09,   -0.78,    0.01
2012-06-01,    3.89,    0.78,    0.63,    0.00
2012-07-01,    0.79,   -2.62,   -0.07,    0.00
2012-08-01,    2.55,    0.42,    1.21,    0.01
2012-09-01,    2.73,    0.49,    1.53,    0.01
2012-10-01,   -1.76,   -1.13,    3.68,    0.01
2012-11-01,    0.78,    0.54,   -0.94,    0.01
2012-12-01,    1.18,    1.45,    3.52,    0.01
2013-01-01,    5.57,    0.36,    0.91,    0.00
2013-02-01,    1.29,   -0.41,    0.07,    0.00
2013-03-01,    4.03,    0.75,   -0.20,    0.00
2013-04-01,    1.55,   -2.42,    0.55,    0.00
2013-05-01,    2.80,    1.62,    2.65,    0.00
2013-06-01,   -1.20,    1.15,   -0.02,    0.00
2013-07-01,    5.65,    1.87,    0.58,    0.00
2013-08-01,   -2.71,    0.30,   -2.67,    0.00
2013-09-01,    3.77,    2.89,   -1.19,    0.00
2013-10-01,    4.18,   -1.53,    1.20,    0.00
2013-11-01,    3.13,    1.18,    0.31,    0.00
2013-12-01,    2.81,   -0.58,   -0.05,    0.00
2014-01-01,   -3.32,    0.87,   -2.02,    0.00
2014-02-01,    4.65,    0.31,   -0.37,    0.00
2014-03-01,    0.43,   -1.85,    4.91,    0.00
2014-04-01,   -0.19,   -4.21,    1.11,    0.00
2014-05-01,    2.06,   -1.91,   -0.12,    0.00
2014-06-01,    2.61,    3.08,   -0.68,    0.00
2014-07-01,   -2.04,   -4.26,   -0.02,    0.00
2014-08-01,    4.24,    0.38,   -0.58,    0.00
2014-09-01,   -1.97,   -3.78,   -1.31,    0.00
2014-10-01,    2.52,    4.28,   -1.82,    0.00
2014-11-01,    2.55,   -2.09,   -2.87,    0.00
2014-12-01,   -0.06,    2.52,    2.18,    0.00
2015-01-01,   -3.11,   -0.56,   -3.50,    0.00
2015-02-01,    6.14,    0.53,   -1.89,    0.00
2015-03-01,   -1.12,    3.02,   -0.43,    0.00
2015-04-01,    0.59,   -3.01,    1.84,    0.00
2015-05-01,    1.36,    0.93,   -1.19,    0.00
2015-06-01,   -1.53,    2.84,   -0.76,    0.00
2015-07-01,    1.54,   -4.09,   -4.19,    0.00
2015-08-01,   -6.04,    0.47,    2.63,    0.00
2015-09-01,   -3.07,   -2.61,    0.51,    0.00
2015-10-01,    7.75,   -1.99,   -0.21,    0.00
2015-11-01,    0.56,    3.67,   -0.53,    0.00
2015-12-01,   -2.17,   -2.84,   -2.52,    0.01
2016-01-01,   -5.77,   -3.34,    1.98,    0.01
2016-02-01,   -0.08,    0.84,   -0.56,    0.02
2016-03-01,    6.96,    0.83,    1.06,    0.02
2016-04-01,    0.92,    0.67,    3.30,    0.01
2016-05-01,    1.78,   -0.26,   -1.72,    0.01
2016-06-01,   -0.05,    0.65,   -1.46,    0.02
2016-07-01,    3.95,    2.62,   -1.23,    0.02
2016-08-01,    0.50,    1.16,    3.24,    0.02
2016-09-01,    0.25,    2.03,   -1.20,    0.02
2016-10-01,   -2.02,   -4.42,    4.04,    0.02
2016-11-01,    4.86,    5.46,    8.15,    0.01
2016-12-01,    1.81,    0.11,    3.49,    0.03
2017-01-01,    1.94,   -1.04,   -2.77,    0.04
2017-02-01,    3.57,   -1.99,   -1.78,    0.04
2017-03-01,    0.17,    1.16,   -3.25,    0.03
2017-04-01,    1.09,    0.71,   -2.05,    0.05
2017-05-01,    1.06,   -2.59,   -3.69,    0.06
2017-06-01,    0.78,    2.15,    1.43,    0.06
2017-07-01,    1.87,   -1.47,   -0.33,    0.07
2017-08-01,    0.16,   -1.60,   -2.30,    0.09
2017-09-01,    2.51,    4.47,    3.11,    0.09
2017-10-01,    2.25,   -1.94,    0.07,    0.09
2017-11-01,    3.12,   -0.59,   -0.06,    0.08
2017-12-01,    1.06,   -1.31,    0.27,    0.09
2018-01-01,    5.58,   -3.10,   -1.24,    0.11
2018-02-01,   -3.65,    0.30,   -1.02,    0.11
2018-03-01,   -2.35,    4.05,   -0.14,    0.12
2018-04-01,    0.29,    1.14,    0.46,    0.14
2018-05-01,    2.65,    5.28,   -3.15,    0.14
2018-06-01,    0.48,    1.18,   -2.27,    0.14
2018-07-01,    3.19,   -2.21,    0.58,    0.16
2018-08-01,    3.44,    1.08,   -3.87,    0.16
2018-09-01,    0.06,   -2.24,   -1.70,    0.15
2018-10-01,   -7.68,   -4.91,    3.62,    0.19
2018-11-01,    1.69,   -0.69,    0.20,    0.18
2018-12-01,   -9.55,   -2.54,   -1.88,    0.19
2019-01-01,    8.41,    2.94,   -0.56,    0.21
2019-02-01,    3.40,    2.10,   -2.72,    0.18
2019-03-01,    1.10,   -3.06,   -4.20,    0.19
2019-04-01,    3.96,   -1.77,    2.00,    0.21
2019-05-01,   -6.94,   -1.25,   -2.15,    0.21
2019-06-01,    6.93,    0.20,   -0.82,    0.18
2019-07-01,    1.19,   -2.06,    0.30,    0.19
2019-08-01,   -2.58,   -2.43,   -4.93,    0.16
2019-09-01,    1.43,   -0.99,    6.78,    0.18
2019-10-01,    2.06,    0.27,   -2.09,    0.15
2019-11-01,    3.87,    0.85,   -1.87,    0.12
2019-12-01,    2.77,    0.71,    1.93,    0.14
2020-01-01,   -0.11,   -3.09,   -6.30,    0.13
2020-02-01,   -8.13,    1.00,   -3.96,    0.12
2020-03-01,  -13.38,   -5.10,  -14.11,    0.12
2020-04-01,   13.65,    2.75,   -1.35,    0.00
2020-05-01,    5.58,    2.47,   -4.95,    0.01
2020-06-01,    2.46,    2.70,   -2.22,    0.01
2020-07-01,    5.77,   -2.18,   -1.31,    0.01
2020-08-01,    7.63,   -0.26,   -2.95,    0.01
2020-09-01,   -3.63,    0.06,   -2.56,    0.01
