,FXE,EWJ,GLD,QQQ,SPY,SHV,GAF,DBA,USO,XBI,ILF,EPP,FEZ
2015-12-16,627.033836027981,324.6108246534749,1075.5550689303764,892.4062238187669,1491.8729137905475,613.4979033329306,618.294509604619,85.8348959327831,-2970.578256843202,479.47753691683977,307.5762891598865,347.7790726874614,242.4348308174407
2015-12-17,-888.2815304769904,-406.5095206848035,-1360.414699486972,-1035.1616047247885,-1816.303342521044,-792.2694020188582,-792.1341844668054,-146.20274500841867,1923.9323840416162,-496.8079932451379,-398.20915813737264,-433.68786810387627,-311.50532316698104
2015-12-18,-904.2829519880388,-438.6950996183857,-1449.749387657883,-1145.129825832337,-2004.8704773886407,-834.0385860875202,-843.0414523253515,-150.22087236869115,2243.4166033758283,-538.2901167063765,-413.6685424289914,-470.58744526482104,-336.0377288347905
2015-12-21,365.77417015135853,183.74484684253017,607.2182919224426,492.3385451381611,843.6526621280992,347.5656005605958,351.2178297437902,56.103246206707645,-1283.5756864871344,246.4373690751525,173.00963441368918,197.09322401006293,139.14253172133414
2015-12-22,725.748834384937,298.0360283439382,1017.3690078139773,713.3633025748596,1278.3262407464115,605.7381344097021,595.8391758250989,123.52238461404511,-819.1488461426288,336.9129409307105,309.7125621058762,315.18941793101123,230.43747509105702
2015-12-23,1038.505341802382,423.2119726517377,1450.3688891446407,1013.0185454667072,1804.0337085846845,865.4398267675717,848.4628009140152,173.06371975478672,-1347.6612980145517,492.1661354690241,444.60528579795255,446.7682057527541,326.1597314613862
2015-12-24,24.377333567936212,-8.76947963285718,-14.399554791989475,-44.47538728627942,-75.39458473348488,-0.13140797791747358,-7.576344303744913,2.650834079501862,160.18028826979833,-11.40919277960392,4.467860046239303,-11.440387107219484,-6.693986015345163
2015-12-28,-490.4133457509158,-162.92192331296985,-585.8724256879387,-338.9752795991535,-624.6423138109598,-365.8200698189403,-345.66305539518316,-82.79505875945459,23.673592777047826,-171.3243912776427,-195.4106089590874,-168.15870108893975,-126.89857874813197
2015-12-29,554.4487007623779,263.1450111372214,883.1923507746535,693.7265679889784,1178.0151928499986,511.94890003835076,510.3303413828107,80.92337111998847,-1967.4538772563121,366.7582418963778,259.46153915144146,280.36082610366566,198.18655909693817
2015-12-30,-555.0480646762734,-230.29496110750736,-789.1362346960373,-560.9669183803172,-984.8736324862709,-469.49705556693965,-460.21716454442344,-88.99827276167645,993.4140724342943,-283.6377406909384,-241.66193573946245,-243.11947855085467,-176.27285342806132
2015-12-31,-581.905211949374,-260.77577032691977,-885.0365869245982,-669.1351297447984,-1142.494160268847,-518.9867441971867,-512.5377646473497,-86.05508378251405,1768.2075010943126,-356.6740559122994,-265.7592024034338,-276.47337097459064,-196.90339071882767
2016-01-04,-1018.6072594771373,-435.1936218196572,-1495.191791391558,-1095.1241334715944,-1864.210830522591,-886.0103135197231,-866.1266111828662,-147.77883334438482,2952.8246364848055,-603.3259731618763,-459.30632121496154,-458.8475072708039,-327.94874707692657
2016-01-05,7.5115756003857515,18.04693840744988,49.647604248205695,62.48290946262298,106.85816946277593,22.894298310707967,28.23768878623166,1.992340326256389,-187.12216087947996,23.552214899906122,8.277433327230979,20.751899395023184,13.734105616910536
2016-01-06,-838.3068713498541,-369.89222361526095,-1253.3259415100588,-933.6845967628261,-1619.7847839551566,-736.4001373718207,-728.4401446135595,-131.17057133609157,2024.7599858396145,-475.54552432926687,-375.5482769738524,-392.45619120345555,-281.6209426324023
2016-01-07,-1541.4030118619032,-682.2372986922892,-2311.846494867306,-1727.0500660556568,-2988.729062463967,-1357.717347376792,-1342.894912668212,-239.20813384907288,3874.210572111302,-885.708319395109,-692.7272337490007,-723.8250549506727,-518.769416167072
2016-01-08,-867.1797979565224,-355.54459775091476,-1224.8391222789912,-864.9458399567053,-1507.3600628242218,-731.0489124681104,-713.3942950104572,-135.34969138606897,1713.2149819857473,-451.70306190963606,-378.61823333172447,-374.42843386892633,-271.07386571010426
2016-01-11,-106.79072084876178,-24.07769461750785,-105.19198321586681,-42.000847768040956,-53.2471975044614,-72.46976037719274,-60.037374947814634,-9.018419942248627,382.7687863188783,-56.60245101031094,-44.7475726077986,-22.24189943084269,-16.327137578949106
2016-01-12,-15.451972288122423,73.4673105124375,202.71048322623884,300.2545665571589,447.9984575992945,87.38019456806535,108.39594000145134,-16.749077201094458,-2023.2153676466166,173.08342766301587,33.29145293879033,84.35979755396345,50.002634309361355
2016-01-13,-1527.6644699455837,-691.1480407190952,-2343.577098072492,-1784.875808019201,-3035.6360727629058,-1371.9754960175046,-1355.8431451799097,-222.79127809147028,4928.792929407021,-959.1862623133607,-702.3705309076698,-733.0363838129473,-520.8059844045155
2016-01-14,825.4551234836141,399.59357313980337,1334.4597889830497,1060.4174960868422,1804.159304327887,770.2236708233164,771.1287512751373,121.86403510684944,-2961.10302134851,552.3830464046468,388.21071370424966,426.6720793300504,301.31239271995366
2016-01-15,-1207.5323089549097,-563.7667428724798,-1883.286272677314,-1454.8194978886743,-2531.55059127069,-1092.9285645626192,-1094.3032653861017,-193.83999933901092,3078.716347500483,-712.5463088660166,-549.0024501009318,-601.9225880513037,-430.2149044773497
