,Mkt-RF,SMB,HML,RF
1932-05-28,-0.1011,0.009000000000000001,-0.020499999999999997,0.00015
1932-06-04,0.0634,-0.061200000000000004,0.053399999999999996,5e-05
1932-06-11,-0.053099999999999994,0.0575,-0.0096,5e-05
1932-06-18,0.0003,-0.0066,0.0431,5e-05
1932-06-25,-0.0472,0.0452,-0.025,5e-05
1932-07-01,-0.009300000000000001,-0.0132,0.006,6e-05
1932-07-09,-0.0241,0.0245,0.0395,6e-05
1932-07-16,0.09759999999999999,-0.0395,0.0692,6e-05
1932-07-23,0.055,-0.0163,0.08560000000000001,6e-05
1932-07-30,0.15380000000000002,0.0075,0.0968,6e-05
1932-08-06,0.1704,-0.0735,0.0166,8e-05
1932-08-13,-0.0196,0.08689999999999999,0.062,8e-05
1932-08-20,0.0775,-0.0032,0.0268,8e-05
1932-08-27,0.1346,0.061200000000000004,0.1379,8e-05
1932-09-03,0.0527,0.0414,-0.0012,8e-05
1932-09-10,-0.0319,0.0014000000000000002,-0.020099999999999996,8e-05
1932-09-17,-0.1282,-0.0075,-0.056799999999999996,8e-05
1932-09-24,0.125,-0.0191,0.0281,8e-05
1932-10-01,-0.0412,-0.0196,-0.0073,4e-05
1932-10-08,-0.1562,0.0256,-0.1192,4e-05
1932-10-15,0.0562,-0.0292,0.0352,4e-05
1932-10-22,-0.0489,-0.005,-0.0086,4e-05
1932-10-29,0.024,-0.027000000000000003,-0.0105,4e-05
1932-11-05,-0.0179,-0.0021,-0.0509,5e-05
1932-11-12,0.1003,0.0146,0.0259,5e-05
1932-11-19,-0.0524,0.0052,-0.0603,5e-05
1932-11-26,-0.0558,0.0037,-0.0086,5e-05
1932-12-03,-0.045,0.0024,-0.0814,3e-05
1932-12-10,0.0758,-0.0588,0.0097,3e-05
1932-12-17,-0.0033,-0.0115,-0.0374,3e-05
1932-12-24,-0.0495,-0.009399999999999999,-0.050199999999999995,3e-05
1932-12-31,0.0362,-0.0102,0.0499,3e-05
1933-01-06,0.0475,0.013300000000000001,0.0646,3e-05
1933-01-14,-0.0011,-0.0067,0.009300000000000001,3e-05
